EXT_BIN	EXT_BIN_START	EXT_BIN_END	EXT_BIN_MED	SP	PMF_RE
32	73.8347270061273	75.81434727923961	74.82453714268345	1.0	-1.2396135
33	75.81434727923961	77.79396755235193	76.80415741579577	0.875	-1.1932606
34	77.79396755235193	79.77358782546423	78.78377768890809	0.7297851	-1.1558087
35	79.77358782546423	81.75320809857655	80.76339796202039	0.5872642	-1.0102079
36	81.75320809857655	83.73282837168887	82.74301823513271	0.3624454	-0.9302944
37	83.73282837168887	85.71244864480119	84.72263850824503	0.16722783	-1.0182037
38	85.71244864480119	87.69206891791349	86.70225878135733	0.0	-1.0661144
