#T	FPT
0.2009000	0.000109815
0.2009500	0.030109815
0.2009608	0.036676991
0.2009716	0.043025007
0.20098239	0.049161787
0.20099319	0.055094917
0.20100399	0.060831655
0.20101479	0.06637896
0.20102559	0.071743497
0.20103638	0.076931664
0.20104718	0.081949597
0.20105798	0.086803187
0.20106878	0.0914981
0.20107958	0.096039767
0.20109037	0.10043341
0.20110117	0.10468409
0.20111197	0.10879661
0.20112277	0.11277565
0.20113357	0.11662569
0.20114436	0.12035105
0.20115516	0.12395589
0.20116596	0.12744421
0.20117676	0.13081991
0.20118756	0.13408669
0.20119835	0.13724815
0.20120915	0.14030778
0.20121995	0.14326891
0.20123075	0.14613477
0.20124155	0.14890849
0.20125235	0.15159309
0.20126314	0.15419145
0.20127394	0.15670641
0.20128474	0.15914067
0.20129554	0.16149685
0.20130634	0.16377749
0.20131713	0.16598503
0.20132793	0.16812185
0.20133873	0.17019022
0.20134953	0.17219237
0.20136033	0.17413042
0.20137112	0.17600645
0.20138192	0.17782245
0.20139272	0.17958037
0.20140352	0.18128205
0.20141432	0.18292933
0.20142511	0.18452393
0.20143591	0.18606756
0.20144671	0.18756185
0.20145751	0.18900838
0.20146831	0.19040869
0.2014791	0.19176426
0.2014899	0.19307651
0.2015007	0.19434685
0.2015115	0.1955766
0.2015223	0.19676707
0.20153309	0.19791953
0.20154389	0.19903517
0.20155469	0.20011517
0.20156549	0.20116069
0.20157629	0.20217283
0.20158708	0.20315263
0.20159788	0.20410115
0.20160868	0.20501937
0.20161948	0.20590828
0.20163028	0.2067688
0.20164107	0.20760184
0.20165187	0.20840828
0.20166267	0.20918896
0.20167347	0.20994471
0.20168427	0.21067633
0.20169507	0.21138459
0.20170586	0.21207022
0.20171666	0.21273395
0.20172746	0.21337649
0.20173826	0.2139985
0.20174906	0.21460064
0.20175985	0.21518355
0.20177065	0.21574783
0.20178145	0.21629409
0.20179225	0.21682289
0.20180305	0.21733481
0.20181384	0.21783035
0.20182464	0.21831007
0.20183544	0.21877445
0.20184624	0.219224
0.20185704	0.21965917
0.20186783	0.22008043
0.20187863	0.22048823
0.20188943	0.22088299
0.20190023	0.22126512
0.20191103	0.22163504
0.20192182	0.22199313
0.20193262	0.22233975
0.20194342	0.2226753
0.20195422	0.22300011
0.20196502	0.22331453
0.20197581	0.22361888
0.20198661	0.22391349
0.20199741	0.22419868
0.20200821	0.22447473
0.20201901	0.22474195
0.2020298	0.22500061
0.2020406	0.22525099
