# ------------------ Effect of Ks on Reconstructed-PMF ----------------
# INPUT TAG: ASYMMETRIC_PMF-BIAS_LOW | param-file: "asymm-bias_low.params.txt"
# INPUT KbT: 0.59616108
# INPUT Ks: 5.9616108  (10.0000 KbT/[x]^2)
# INPUT fit-params => depth: -0.44, bias: 0.02, x_offset: 0.0, x_scale: 1.0, phi_offset: 0.0, phi_scale: 1.0
# -----------------------------------------------
X	SP	PMF_RE
-1.4140952356254806	1.0	2.4936649967166601982e-17
-1.3994034201014383	0.99970526515616309204	0.0014950311133283219513
-1.3847116045773962	0.9994090502065414716	0.005700537555834039481
-1.3700197890533539	0.99911013187985631134	0.0122980304263621222
-1.3553279735293118	0.9988072942338166449	0.02120489932073875601
-1.3406361580052695	0.9984993179523299345	0.03233428290874749457
-1.3259443424812274	0.998184970274477279	0.04559573375008397827
-1.311252526957185	0.9978629954356568188	0.06089588466554977887
-1.296560711433143	0.9975321055195734976	0.078139105890482273356
-1.2818688959091007	0.99719097163575887155	0.09722814336999814925
-1.2671770803850584	0.9968382153514404598	0.11806472986533167414
-1.2524852648610163	0.9964724003191837154	0.14055016193550390487
-1.237793449336974	0.99609202405306507266	0.16458583730047001543
-1.2231016338129317	0.9956955098164504969	0.19007374850616967979
-1.2084098182888896	0.99528119859392738533	0.21691693015645686828
-1.1937180027648475	0.9948473411287457324	0.24501985822421199586
-1.1790261872408052	0.9943920900153807585	0.27428880106211845475
-1.164334371716763	0.99391349184466315503	0.30463212270336056595
-1.1496425561927208	0.99340947940638635316	0.33596053985432860296
-1.1349507406686785	0.9928778639614940227	0.36818733463203955384
-1.1202589251446362	0.99231632760289756323	0.40122852561614426347
-1.1055671096205941	0.9917224157307054089	0.43500300014580806952
-1.090875294096552	0.99109352967420305536	0.46943261104134348003
-1.0761834785725097	0.99042691949927219586	0.5044422410633183124
-1.0614916630484674	0.98971967704611274463	0.5399598384576745196
-1.0467998475244253	0.98896872924808398864	0.5759164269044452749
-1.032108032000383	0.9881708317881909842	0.6122460930828818714
-1.0174162164763407	0.98732256315518829304	0.64888595492056487784
-1.0027244009522986	0.9864203191663801773	0.6857761134086417178
-0.9880325854282564	0.9854603080289500161	0.72285959066117666885
-0.9733407699042143	0.9844385460159509327	0.76008225667566080026
-0.9586489543801721	0.98335085383691733796	0.7973927470204369341
-0.9439571388561299	0.98219285378630494243	0.8347423734535356646
-0.9292653233320876	0.98095996775559402003	0.8720850292508291619
-0.9145735078080454	0.97964741619680850704	0.9093770908123344343
-0.8998816922840032	0.9782502181263462715	0.946577316911091082
