#EXT	PDF_AVG
0.4	0.0
0.5	0.0
0.6000000000000001	0.0
0.7000000000000001	0.0
0.8	0.0
0.9	0.0
1.0	0.0
1.1	0.0
1.2000000000000002	0.0
1.3	0.0
1.4000000000000001	0.0
1.5	0.0
1.6	0.0
1.7000000000000002	0.0
1.8	0.0
1.9000000000000001	0.0
2.0	0.0
2.1	0.0
2.2	0.0
2.3000000000000003	0.0
2.4000000000000004	0.0
2.5	0.0
2.6	0.0
2.7	0.0
2.8000000000000003	0.0
2.9000000000000004	0.0
3.0	0.0
3.1	0.0
3.2	0.0
3.3000000000000003	0.0
3.4000000000000004	0.0
3.5	0.0
3.6	0.0
3.7	0.0
3.8000000000000003	0.0
3.9000000000000004	0.0
4.0	0.0
4.1000000000000005	0.0
4.2	0.0
4.3	0.0
4.4	0.0
4.5	0.0
4.6000000000000005	0.0
4.7	0.0
4.800000000000001	0.0
4.9	0.0
5.0	0.0
5.1000000000000005	0.0
5.2	0.0
5.300000000000001	0.0
5.4	0.0
5.5	0.0
5.6000000000000005	0.0
5.7	0.0
5.800000000000001	0.0
5.9	0.0
6.0	0.0
6.1000000000000005	0.0
6.2	0.0
6.300000000000001	0.0
6.4	0.0
6.5	0.0
6.6000000000000005	0.0
6.7	0.0
6.800000000000001	0.0
6.9	0.0
7.0	0.0
7.1000000000000005	0.0
7.2	0.0
7.300000000000001	0.0
7.4	0.0
7.5	0.0
7.6000000000000005	0.0
7.7	0.0
7.800000000000001	0.0
7.9	0.0
8.0	0.0
8.1	0.0
8.200000000000001	0.0
8.3	0.0
8.4	0.0
8.5	0.0
8.6	0.0
8.700000000000001	0.0
8.8	0.0
8.9	0.0
9.0	0.0
9.1	0.0
9.200000000000001	0.0
9.3	0.0
9.4	0.0
9.5	0.0
9.600000000000001	0.0
9.700000000000001	0.0
9.8	0.0
9.9	0.0
10.0	0.0
10.100000000000001	0.0
10.200000000000001	0.0
10.3	0.0
10.4	0.0
10.5	4.597172738765594e-05
10.600000000000001	4.597172738765594e-05
10.700000000000001	4.597172738765594e-05
10.8	6.895759108148432e-05
10.9	6.895759108148432e-05
11.0	9.194345477531228e-05
11.100000000000001	9.194345477531227e-05
11.200000000000001	0.00016090104585679741
11.3	0.00020687277324445415
11.4	0.0002528445006321109
11.5	0.00022985863693828295
11.600000000000001	0.00027583036432593966
11.700000000000001	0.00029881622801976803
11.8	0.00048270313757039514
11.9	0.0006436041834271938
12.0	0.0007815193655901616
12.100000000000001	0.0009654062751407885
12.200000000000001	0.0014251235490173562
12.3	0.0017469256407309536
12.4	0.0019537984139754083
12.5	0.002206642914607516
12.600000000000001	0.0027123319158717405
12.700000000000001	0.0031030915986668232
12.8	0.0035398230088495622
12.9	0.003746695782094018
13.0	0.004367314101827373
13.100000000000001	0.005332720376968166
13.200000000000001	0.005746465923457076
13.3	0.0064820135616595834
13.4	0.007539363291575689
13.5	0.00799908056545225
13.600000000000001	0.007838179519595449
13.700000000000001	0.008481783703022643
13.8	0.008596713021491786
13.9	0.008573727157797958
14.0	0.009401218250775764
14.100000000000001	0.009975864843121475
14.200000000000001	0.010159751752672102
14.3	0.010113780025284444
14.4	0.01114814389150672
14.5	0.01163084702907711
14.600000000000001	0.01245833812205493
14.700000000000001	0.013630617170440179
14.8	0.015791288357660044
14.9	0.017538213998391
15.0	0.01903229513848982
15.100000000000001	0.02110102287093437
15.200000000000001	0.022457188828870246
15.3	0.02397425583266292
15.4	0.02431904378807035
15.5	0.02484771865302839
15.600000000000001	0.02473278933455925
15.700000000000001	0.024548902425008623
15.8	0.02358349614986783
15.9	0.023951269968969086
16.0	0.023629467877255495
16.1	0.023445580967704948
16.2	0.023376623376623388
16.3	0.02252614641995167
16.400000000000002	0.02121595218940352
16.5	0.02061831973336399
16.6	0.02034248936903805
16.7	0.020043673141018282
16.8	0.021192966325709682
16.900000000000002	0.02271003332950238
17.0	0.024250086196988853
17.1	0.024594874152396286
17.2	0.02595104011033214
17.3	0.026272842202045732
17.400000000000002	0.025790139064475325
17.5	0.025928054246638292
17.6	0.026065969428801267
17.7	0.025882082519250643
17.8	0.027238248477186488
17.900000000000002	0.028456499252959417
18.0	0.028709343753591528
18.1	0.02926100448224342
18.2	0.029398919664406387
18.3	0.028525456844040918
18.400000000000002	0.027881852660613715
18.5	0.027881852660613715
18.6	0.02742213538673714
18.7	0.02742213538673714
18.8	0.027353177795655652
18.900000000000002	0.027077347431329706
19.0	0.026893460521779083
19.1	0.02710033329502336
19.200000000000003	0.02615791288357657
19.3	0.025422365245374078
19.400000000000002	0.024388001379151782
19.5	0.022778990920583823
19.6	0.020480404551201026
19.700000000000003	0.01859556372830707
19.8	0.01611309044937365
19.900000000000002	0.014182277899092027
20.0	0.011699804620158608
20.1	0.010504539708079554
20.200000000000003	0.009424204114469602
20.3	0.009171359613837493
20.400000000000002	0.00884955752212389
20.5	0.00942420411446959
20.6	0.009700034478795526
20.700000000000003	0.010596483162854848
20.8	0.010872313527180783
20.900000000000002	0.011010228709343758
21.0	0.010987242845649928
21.1	0.011010228709343756
21.200000000000003	0.010527525571773352
21.3	0.010527525571773352
21.400000000000002	0.010711412481323982
21.5	0.011148143891506715
21.6	0.011630847029077102
21.700000000000003	0.012136536030341333
21.8	0.012251465348810473
21.900000000000002	0.0133088150787266
22.0	0.013492701988277223
22.1	0.013952419262153782
22.200000000000003	0.014389150672336528
22.3	0.015584415584415584
22.400000000000002	0.015676359039190898
22.5	0.016641765314331675
22.6	0.016710722905413155
22.700000000000003	0.017561199862084823
22.8	0.017997931272267554
22.900000000000002	0.018894379956326875
23.0	0.019216182048040466
23.1	0.019928743822549135
23.200000000000003	0.020618319733363998
23.3	0.02094012182507759
23.400000000000002	0.021055051143546732
23.5	0.022135386737156645
23.6	0.02376738305941843
23.700000000000003	0.024548902425008613
23.8	0.025399379381680243
23.900000000000002	0.02613492701988277
24.0	0.02668658774853464
24.1	0.026387771520514875
24.200000000000003	0.02657165843006551
24.3	0.026709573612228477
24.400000000000002	0.02756005056890014
24.5	0.02756005056890014
24.6	0.029192046891161928
24.700000000000003	0.03024939662107805
24.8	0.030571198712791642
24.900000000000002	0.03185840707964606
25.0	0.03273186990001152
25.1	0.03282381335478683
25.200000000000003	0.03245603953568557
25.3	0.033306516492357205
25.400000000000002	0.032456039535685544
25.5	0.03286978508217444
25.6	0.03282381335478678
25.700000000000003	0.03358234685668313
25.8	0.03342144581082633
25.900000000000002	0.03424893690380417
26.0	0.03415699344902886
26.1	0.034846569359843704
26.200000000000003	0.03698425468336978
26.3	0.0383174347776118
26.400000000000002	0.039121940006895804
26.5	0.04011033214573041
26.6	0.04082289392023908
26.700000000000003	0.04050109182852547
26.8	0.04070796460176993
26.900000000000002	0.03974255832662912
27.0	0.03859326514193772
27.1	0.0378347316400414
27.200000000000003	0.036271692908861036
27.3	0.03468566831398691
27.400000000000002	0.03399609240317204
27.5	0.033536375129295484
27.6	0.03201930812550284
27.700000000000003	0.030065509711527393
27.8	0.0291690610274681
27.900000000000002	0.027583036432593917
28.0	0.025330421790598773
28.1	0.023997241696356753
28.200000000000003	0.0230778071486036
28.3	0.021353867371566505
28.400000000000002	0.02050339041489484
28.5	0.020204574186875074
28.6	0.019147224456958985
28.700000000000003	0.01836570509136881
28.8	0.017837030226410765
28.900000000000002	0.017216411906677387
29.0	0.016595793586944036
29.1	0.01599816113090451
29.200000000000003	0.01553844385702793
29.3	0.015239627629008167
29.400000000000002	0.014986783128376053
29.5	0.014848867946213085
29.6	0.014848867946213085
29.700000000000003	0.014044362716929076
29.8	0.013607631306746346
29.900000000000002	0.012849097804849996
30.0	0.012136536030341327
30.1	0.011814733938627735
30.200000000000003	0.01158487530168945
30.3	0.011400988392138826
30.400000000000002	0.011240087346282023
30.5	0.01117112975520054
30.6	0.010757384208711637
30.700000000000003	0.010918285254568439
30.8	0.011056200436731407
30.900000000000002	0.010987242845649918
31.0	0.010780370072405468
31.1	0.010711412481323984
31.200000000000003	0.010987242845649928
31.3	0.011033214573037586
31.400000000000002	0.011194115618894386
31.5	0.012389380530973439
31.6	0.013906447534766086
31.700000000000003	0.014619009309274778
31.8	0.015469486265946414
31.900000000000002	0.01643489254108722
32.0	0.017193426042983545
32.1	0.018457648546144085
32.2	0.019767842776692166
32.300000000000004	0.020986093552465376
32.4	0.021836570509136895
32.5	0.022687047465808532
32.6	0.023123778875991263
32.7	0.02385932651419376
32.800000000000004	0.024709803470865453
32.9	0.025997011837719818
33.0	0.027560050568900117
33.1	0.029582806573956982
33.2	0.03160556257901385
33.300000000000004	0.03321457303758192
33.4	0.035628088725433854
33.5	0.03599586254453511
33.6	0.03643259395471783
33.7	0.036363636363636355
33.800000000000004	0.03661648086426847
33.9	0.03657050913688082
34.0	0.03769681645787839
34.1	0.03730605677508331
34.2	0.03847833582346854
34.300000000000004	0.0401563038731181
34.4	0.04206413055970582
34.5	0.04406390070106885
34.6	0.04569589702333064
34.7	0.04753476611883688
34.800000000000004	0.04774163889208135
34.9	0.04774163889208134
35.0	0.04700609125387885
