#EXT	PDF_AVG
0.4	0.0
0.5	0.0
0.6000000000000001	0.0
0.7000000000000001	0.0
0.8	0.0
0.9	0.0
1.0	0.0
1.1	0.0
1.2000000000000002	0.0
1.3	0.0
1.4000000000000001	0.0
1.5	0.0
1.6	0.0
1.7000000000000002	0.0
1.8	0.0
1.9000000000000001	0.0
2.0	0.0
2.1	0.0
2.2	0.0
2.3000000000000003	0.0
2.4000000000000004	0.0
2.5	0.0
2.6	0.0
2.7	0.0
2.8000000000000003	0.0
2.9000000000000004	0.0
3.0	0.0
3.1	0.0
3.2	0.0
3.3000000000000003	0.0
3.4000000000000004	0.0
3.5	0.0
3.6	0.0
3.7	0.0
3.8000000000000003	0.0
3.9000000000000004	0.0
4.0	0.0
4.1000000000000005	0.0
4.2	0.0
4.3	0.0
4.4	0.0
4.5	0.0
4.6000000000000005	0.0
4.7	0.0
4.800000000000001	0.0
4.9	0.0
5.0	0.0
5.1000000000000005	0.0
5.2	0.0
5.300000000000001	0.0
5.4	0.0
5.5	0.0
5.6000000000000005	0.0
5.7	0.0
5.800000000000001	0.0
5.9	0.0
6.0	0.0
6.1000000000000005	0.0
6.2	0.0
6.300000000000001	0.0
6.4	0.0
6.5	0.0
6.6000000000000005	0.0
6.7	0.0
6.800000000000001	0.0
6.9	0.0
7.0	0.0
7.1000000000000005	0.0
7.2	0.0
7.300000000000001	0.0
7.4	0.0
7.5	0.0
7.6000000000000005	0.0
7.7	0.0
7.800000000000001	0.0
7.9	0.0
8.0	0.0
8.1	0.0
8.200000000000001	0.0
8.3	0.0
8.4	0.0
8.5	0.0
8.6	0.0
8.700000000000001	0.0
8.8	5.000000000000018e-06
8.9	1.0000000000000036e-05
9.0	1.0000000000000036e-05
9.1	1.0000000000000036e-05
9.200000000000001	1.5000000000000053e-05
9.3	2.0000000000000073e-05
9.4	2.5000000000000093e-05
9.5	5.9999999999999595e-05
9.600000000000001	8.99999999999997e-05
9.700000000000001	0.0001449999999999999
9.8	0.00021500000000000018
9.9	0.0002800000000000004
10.0	0.00030999999999999995
10.100000000000001	0.00035000000000000016
10.200000000000001	0.00038500000000000025
10.3	0.00039000000000000026
10.4	0.00042000000000000034
10.5	0.0004699999999999996
10.600000000000001	0.0004899999999999997
10.700000000000001	0.0006400000000000003
10.8	0.0008400000000000008
10.9	0.0010750000000000017
11.0	0.0014399999999999964
11.100000000000001	0.0017749999999999977
11.200000000000001	0.0021649999999999994
11.3	0.002550000000000001
11.4	0.003080000000000002
11.5	0.003459999999999997
11.600000000000001	0.0040149999999999995
11.700000000000001	0.004510000000000001
11.8	0.005285000000000003
11.9	0.005690000000000006
12.0	0.0063699999999999955
12.100000000000001	0.007049999999999998
12.200000000000001	0.007765000000000001
12.3	0.00816
12.4	0.008875000000000004
12.5	0.009409999999999998
12.600000000000001	0.010029999999999997
12.700000000000001	0.01049
12.8	0.011030000000000002
12.9	0.011580000000000003
13.0	0.012294999999999995
13.100000000000001	0.012824999999999998
13.200000000000001	0.013519999999999999
13.3	0.014185
13.4	0.014695000000000003
13.5	0.015319999999999995
13.600000000000001	0.015769999999999996
13.700000000000001	0.016074999999999996
13.8	0.01619
13.9	0.016489999999999998
14.0	0.016470000000000002
14.100000000000001	0.016739999999999998
14.200000000000001	0.016895
14.3	0.01763
14.4	0.018515000000000007
14.5	0.019149999999999997
14.600000000000001	0.020375
14.700000000000001	0.021650000000000006
14.8	0.023075000000000012
14.9	0.024380000000000016
15.0	0.026334999999999987
15.100000000000001	0.027979999999999994
15.200000000000001	0.0299
15.3	0.031880000000000006
15.4	0.03373500000000001
15.5	0.03558999999999999
15.600000000000001	0.0377
15.700000000000001	0.039305
15.8	0.04135500000000001
15.9	0.042775000000000014
16.0	0.044024999999999995
16.1	0.04453000000000016
16.2	0.04543
16.3	0.04516499999999983
16.400000000000002	0.04539
16.5	0.045219999999999996
16.6	0.04512499999999999
16.7	0.044875
16.8	0.045195
16.900000000000002	0.045149999999999996
17.0	0.04467
17.1	0.044675
17.2	0.04396000000000001
17.3	0.043055000000000024
17.400000000000002	0.041975
17.5	0.04109500000000002
17.6	0.03970999999999998
17.7	0.03851
17.8	0.036455000000000036
17.900000000000002	0.03449999999999999
18.0	0.03228500000000002
18.1	0.02940499999999996
18.2	0.02658
18.3	0.023800000000000036
18.400000000000002	0.021164999999999982
18.5	0.018885000000000016
18.6	0.017019999999999973
18.7	0.01519
18.8	0.013605000000000025
18.900000000000002	0.01203499999999999
19.0	0.01071500000000001
19.1	0.009434999999999928
19.200000000000003	0.008334999999999987
19.3	0.007375000000000001
19.400000000000002	0.006569999999999984
19.5	0.005614999999999998
19.6	0.005025000000000006
19.700000000000003	0.004604999999999998
19.8	0.0040800000000000055
19.900000000000002	0.003875000000000001
20.0	0.0038700000000000006
20.1	0.0037700000000000016
20.200000000000003	0.003720000000000001
20.3	0.0038849999999999983
20.400000000000002	0.004050000000000002
20.5	0.004075000000000002
20.6	0.004060000000000003
20.700000000000003	0.004060000000000002
20.8	0.0040700000000000024
20.900000000000002	0.0041100000000000025
21.0	0.0041100000000000025
21.1	0.004035000000000003
21.200000000000003	0.004165000000000007
21.3	0.004245000000000006
21.400000000000002	0.004200000000000004
21.5	0.004220000000000004
21.6	0.004345000000000003
21.700000000000003	0.00423
21.8	0.004155000000000001
21.900000000000002	0.0039399999999999965
22.0	0.0038649999999999978
22.1	0.003685
22.200000000000003	0.0035649999999999974
22.3	0.003519999999999998
22.400000000000002	0.003524999999999998
22.5	0.003559999999999998
22.6	0.0034499999999999995
22.700000000000003	0.003465
22.8	0.00344
22.900000000000002	0.003339999999999998
23.0	0.0032499999999999994
23.1	0.0031850000000000003
23.200000000000003	0.003134999999999999
23.3	0.0030550000000000004
23.400000000000002	0.0030700000000000007
23.5	0.002910000000000003
23.6	0.0029450000000000023
23.700000000000003	0.002644999999999996
23.8	0.0024399999999999986
23.900000000000002	0.002154999999999993
24.0	0.001929999999999996
24.1	0.0017149999999999989
24.200000000000003	0.0017099999999999986
24.3	0.001540000000000001
24.400000000000002	0.0014549999999999993
24.5	0.0013550000000000007
24.6	0.0011850000000000033
24.700000000000003	0.0010450000000000004
24.8	0.0010250000000000005
24.900000000000002	0.0009749999999999995
25.0	0.0009150000000000003
25.1	0.0009100000000000004
25.200000000000003	0.0008499999999999992
25.3	0.0007000000000000013
25.400000000000002	0.0005899999999999989
25.5	0.0004750000000000006
25.6	0.0004100000000000015
25.700000000000003	0.0003550000000000003
25.8	0.00033500000000000055
25.900000000000002	0.0003500000000000009
26.0	0.00042499999999999987
26.1	0.0003900000000000003
26.200000000000003	0.0003549999999999996
26.3	0.0003449999999999997
26.400000000000002	0.0003199999999999992
26.5	0.0002600000000000001
26.6	0.00023000000000000047
26.700000000000003	0.0002600000000000011
26.8	0.0002550000000000012
26.900000000000002	0.00024000000000000085
27.0	0.00021500000000000121
27.1	0.00025000000000000076
27.200000000000003	0.0002200000000000001
27.3	0.0002100000000000002
27.400000000000002	0.0002
27.5	0.00023499999999999953
27.6	0.0002849999999999988
27.700000000000003	0.0002899999999999989
27.8	0.00031499999999999855
27.900000000000002	0.00029499999999999806
28.0	0.00031999999999999775
28.1	0.00028999999999999816
28.200000000000003	0.0002999999999999984
28.3	0.0002949999999999985
28.400000000000002	0.00032999999999999924
28.5	0.0003049999999999996
28.6	0.0002849999999999999
28.700000000000003	0.00030500000000000026
28.8	0.0003449999999999997
28.900000000000002	0.00036500000000000014
29.0	0.00040499999999999954
29.1	0.0004349999999999991
29.200000000000003	0.00043999999999999926
29.3	0.00039999999999999986
29.400000000000002	0.00039999999999999986
29.5	0.00038000000000000013
29.6	0.00036500000000000036
29.700000000000003	0.00039000000000000086
29.8	0.0004400000000000001
29.900000000000002	0.0004600000000000005
30.0	0.0005549999999999993
30.1	0.0006299999999999981
30.200000000000003	0.0006599999999999988
30.3	0.0007049999999999982
30.400000000000002	0.0006649999999999973
30.5	0.0006349999999999978
30.6	0.0006749999999999972
30.700000000000003	0.0007349999999999985
30.8	0.0007699999999999979
30.900000000000002	0.0009650000000000021
31.0	0.0010250000000000012
31.1	0.0010150000000000016
31.200000000000003	0.0009650000000000004
31.3	0.0009700000000000002
31.400000000000002	0.0009249999999999993
31.5	0.0008999999999999998
31.6	0.000934999999999999
31.700000000000003	0.0010000000000000005
31.8	0.0009800000000000008
31.900000000000002	0.0009299999999999997
32.0	0.0009050000000000001
32.1	0.0008800000000000006
32.2	0.0009399999999999923
32.300000000000004	0.0009800000000000067
32.4	0.0009900000000000009
32.5	0.0009900000000000009
32.6	0.0009300000000000017
32.7	0.0007950000000000037
32.800000000000004	0.000785000000000003
32.9	0.0008050000000000028
33.0	0.0008650000000000018
33.1	0.0009000000000000015
33.2	0.0008950000000000015
33.300000000000004	0.0008599999999999997
33.4	0.0007850000000000006
33.5	0.0006600000000000024
33.6	0.0005950000000000033
33.7	0.0006100000000000031
33.800000000000004	0.000539999999999999
33.9	0.000539999999999999
34.0	0.0005799999999999986
34.1	0.000614999999999998
34.2	0.0006249999999999978
