T	FPT
2.8e-08	-0.03858506140889951994
2.822222222222222e-08	0.40833525837414814285
2.8444444444444443e-08	0.84487157525723501566
2.8666666666666665e-08	1.2712847580738111118
2.8888888888888887e-08	1.6878275433892833123
2.911111111111111e-08	2.0947448665241040105
2.933333333333333e-08	2.4922741751881744442
2.9555555555555553e-08	2.8806457267871006319
2.9777777777777775e-08	3.2600828703912500981
3e-08	3.6308023142948374115
3.022222222222222e-08	3.993014380031242371
3.044444444444444e-08	4.346923243655495453
3.0666666666666663e-08	4.692727165051965372
3.0888888888888885e-08	5.0306187059767327996
3.111111111111111e-08	5.3607849374987779152
3.1333333333333336e-08	5.683407637461027736
3.155555555555555e-08	5.9986634785433665886
3.177777777777778e-08	6.306724207472366856
3.1999999999999995e-08	6.6077568158873257057
3.2222222222222224e-08	6.901923703341244917
3.2444444444444446e-08	7.1893828328839110655
3.266666666666667e-08	7.470287879646701841
3.288888888888889e-08	7.7447883728226368676
3.311111111111111e-08	8.01302983140969684
3.3333333333333334e-08	8.275153894063699179
3.3555555555555556e-08	8.531298443384500821
3.377777777777778e-08	8.781597724939611691
3.4e-08	9.026182461310697533
3.422222222222222e-08	9.265179961430671341
3.4444444444444444e-08	9.498714225462604802
3.4666666666666666e-08	9.726906045456685191
3.488888888888889e-08	9.949873102006503956
3.511111111111111e-08	10.167730057113308497
3.533333333333333e-08	10.380588643453516754
3.5555555555555554e-08	10.588557750233464056
3.5777777777777776e-08	10.791743505804263684
3.6e-08	10.990249357199364823
3.622222222222222e-08	11.184176146747579288
3.644444444444444e-08	11.373622185905646935
3.6666666666666664e-08	11.558683326445523664
3.6888888888888886e-08	11.739453029124071265
3.711111111111111e-08	11.91602242995513974
3.733333333333333e-08	12.088480404197124619
3.755555555555555e-08	12.256913628162594904
3.777777777777778e-08	12.421406638950592957
3.7999999999999996e-08	12.582041892196157097
3.8222222222222225e-08	12.738899817926769391
3.844444444444444e-08	12.892058874609670063
3.866666666666667e-08	13.041595601470138639
3.8888888888888884e-08	13.187584669155625998
3.911111111111111e-08	13.330098928816982515
3.933333333333333e-08	13.469209459673777178
3.955555555555556e-08	13.604985615127552197
3.977777777777778e-08	13.737495067482542281
4e-08	13.866803851331422433
4.022222222222222e-08	13.992976405659149735
4.0444444444444445e-08	14.116075614716549459
4.066666666666667e-08	14.236162847711444341
4.088888888888889e-08	14.353297997363584759
4.111111111111111e-08	14.467539517366368917
4.133333333333333e-08	14.578944458796839492
4.1555555555555555e-08	14.687568505513201216
4.177777777777778e-08	14.793466008576624662
4.2e-08	14.896690019733199097
4.222222222222222e-08	14.997292323989089065
4.244444444444444e-08	15.095323471311194781
4.2666666666666665e-08	15.190832807483722516
4.288888888888889e-08	15.2838685041494072294
4.311111111111111e-08	15.374477588063092515
4.333333333333333e-08	15.46270596958421063
4.355555555555555e-08	15.548598470432673649
4.3777777777777775e-08	15.632198850732808816
4.4e-08	15.713549835367688727
4.4222222222222226e-08	15.792693139665796356
4.444444444444444e-08	15.869669494441231523
4.466666666666667e-08	15.94451867040692489
4.4888888888888885e-08	16.017279501980227405
4.5111111111111114e-08	16.087989910499342626
4.533333333333333e-08	16.156686926867639903
4.555555555555556e-08	16.223406713643214927
4.577777777777777e-08	16.288184586589294961
4.6e-08	16.351055035701240923
4.622222222222222e-08	16.41205174572498374
4.6444444444444446e-08	16.471207616181026188
4.666666666666666e-08	16.528554780907648075
4.688888888888889e-08	16.584124627136868734
4.7111111111111105e-08	16.637947814115194875
4.7333333333333334e-08	16.690054291282134392
4.7555555555555556e-08	16.740473316017507988
4.777777777777778e-08	16.789233470969273002
4.8e-08	16.836362680972822766
4.822222222222222e-08	16.881888229571994612
