#================  DISTANCE B/W 2 ATOMS  =================
#LOG: INPUT Structure File: "dna_dummy.psf" | Frame File(s): [ "dna_gbis_pcf.dcd" ]
#LOG: ATOM1 SELECTION: "resid 1 and name C5'"
#LOG: ATOM2 SELECTION: "resid 16 and name C3'"
#--------------------------
#LOG: Total Frames: 9684
#LOG: START Frame Index: 0 | END Frame Index: 9683 | Frames for Calculation: 9684
#--------------------------
#Frame 	 DIST
0 	 9.384382648321717
1 	 9.535757441274285
2 	 9.586234175450471
3 	 9.838148317253125
4 	 9.655674163520825
5 	 9.624004916331938
6 	 10.15863265604271
7 	 10.722186604275326
8 	 10.269008151081533
9 	 10.510278321356465
10 	 10.575777583152064
11 	 10.4871305692043
12 	 10.724327367753682
13 	 10.052496019048775
14 	 10.184315064490576
15 	 9.804150567470634
16 	 9.052321134832296
17 	 8.604049374857018
18 	 8.47093807470295
19 	 8.105540529717336
20 	 8.015607855154318
21 	 8.184654268098962
22 	 8.684067359311209
23 	 8.693600186930448
24 	 9.210965749082064
25 	 9.584762969958767
26 	 9.125825955190646
27 	 9.23247792496678
28 	 9.140128371581163
29 	 8.889001963256627
30 	 9.02260846196473
31 	 8.36335058598826
32 	 8.630457263953039
33 	 8.754966208149717
34 	 8.266325411043061
35 	 8.673016752203624
36 	 8.927208379980973
37 	 8.854152717812914
38 	 8.935567604115512
39 	 9.40554124477077
40 	 9.349532538842162
41 	 8.981146835818885
42 	 9.00658049669217
43 	 8.576334801513566
44 	 8.186536791214074
45 	 8.012058112199838
46 	 7.930132895130054
47 	 7.437251470401461
48 	 7.834684861481031
49 	 8.352739618684652
50 	 8.79847744413083
51 	 8.85539944056498
52 	 9.385184481173562
53 	 9.506892199643067
54 	 9.390867243979764
55 	 9.402254273817029
56 	 9.248832673456237
57 	 8.846882554738574
58 	 9.174641645266291
59 	 8.630359487359781
60 	 8.53387352390455
61 	 8.606487685904073
62 	 8.203866440887378
63 	 8.218726757207383
64 	 8.225151531886839
65 	 8.428983432992101
66 	 8.719997825694382
67 	 9.126145354984347
68 	 9.647971769113603
69 	 9.762056809573957
70 	 9.776418252986645
71 	 9.412893599646429
72 	 8.418557360969732
73 	 9.147037627596706
74 	 8.810686217172062
75 	 9.683269598826698
76 	 10.066856209635791
77 	 10.112737026521835
78 	 10.402971533355203
79 	 10.29954238736167
80 	 10.014359333932054
81 	 10.485575006497044
82 	 10.770488453093423
83 	 10.718346566710562
84 	 11.124068788397206
85 	 10.895499600795645
86 	 10.872678993298425
87 	 11.390855947282343
88 	 11.593073173952268
89 	 11.206565392394147
90 	 10.916203843752113
91 	 10.632132387301223
92 	 10.153206530676282
93 	 10.216112631324629
94 	 10.24184767639676
95 	 9.530023252919865
96 	 9.832654483030241
97 	 9.834997031692902
98 	 10.391870660169966
99 	 9.823082379586058
100 	 9.441315611907026
101 	 8.807566858718038
102 	 8.67561573937584
103 	 9.092283485412306
104 	 9.034456793937776
105 	 9.648820174024895
106 	 10.19561927444415
107 	 10.277585253223783
108 	 9.627337067642461
109 	 10.003266377880136
110 	 9.74869525682549
111 	 9.653133967860075
112 	 9.140177701531968
113 	 8.799833821237764
114 	 8.40108238380514
115 	 7.4623256820959885
116 	 7.951467363341487
117 	 7.548095026738113
118 	 7.514782215670823
119 	 7.32387491906307
120 	 7.046602054829181
121 	 7.643542527957552
122 	 8.379214648226439
123 	 8.301025637344333
124 	 8.740369102803708
125 	 8.885493256281864
126 	 8.566878487406461
127 	 8.984037502927242
128 	 8.814094031573761
129 	 8.537103611831956
130 	 9.272124046021652
131 	 8.974499085109057
132 	 9.135232271356553
133 	 8.678580610287046
134 	 8.39389222261315
135 	 8.916220713688716
136 	 8.833406810982211
137 	 8.646462324570688
138 	 8.253225434756311
139 	 8.053689529727416
140 	 8.266952193622947
141 	 8.561243207487383
142 	 8.491711964345493
143 	 8.320289731306197
144 	 8.160055553289991
145 	 8.314777871788774
146 	 8.366150663020841
147 	 8.345227936806884
148 	 8.227931859832708
149 	 8.482298951025552
150 	 8.560131283195165
151 	 8.343135893754212
152 	 8.305221206252197
153 	 8.37575514614698
154 	 8.48647062897717
155 	 8.140919591115734
156 	 8.31967025918533
157 	 8.225645905846367
158 	 8.198508201575942
159 	 8.214208817913134
160 	 8.690276056899382
161 	 8.71178858647844
162 	 8.864661221577208
163 	 9.20598987412102
164 	 9.744158695455623
165 	 9.044097620220569
166 	 8.639737064985379
167 	 8.286349124670744
168 	 8.235163401660484
169 	 7.808927689468217
170 	 7.575677888929842
171 	 7.939968459151274
172 	 7.532371797286138
173 	 7.9958516894132945
174 	 7.623130691249458
175 	 7.774852187736404
176 	 8.098798474825161
177 	 8.010322775845623
178 	 7.935715127448717
179 	 7.771745927571795
180 	 7.331081377034439
181 	 7.338388051962728
182 	 7.137752006269467
183 	 7.309115899248711
184 	 7.55184833639157
185 	 7.481367119100514
186 	 7.522557487718799
187 	 7.733634228826622
188 	 8.044837390209771
189 	 8.287290118030086
190 	 8.3902999020941
191 	 8.082103827039877
192 	 8.168386212285212
193 	 7.973570038666156
194 	 7.704352004689633
195 	 8.242633832699994
196 	 8.379901052653885
197 	 8.232653094950619
198 	 8.335138716477097
199 	 8.718536620131479
200 	 9.347460258333825
201 	 9.590188765597711
202 	 9.236910188281552
203 	 9.015887867442311
204 	 9.3629039227207
205 	 8.93504986902985
206 	 9.247611227161872
207 	 9.180764460403031
208 	 9.556698712146614
209 	 9.742139984335198
210 	 9.102959001015437
211 	 9.064182409655464
212 	 9.067028047670535
213 	 8.467603450846438
214 	 8.171704729023824
215 	 7.381717164397706
216 	 7.52952014878532
217 	 7.774927392568992
218 	 8.463460339143248
219 	 8.745311140200359
220 	 8.439674087938199
221 	 8.547320809230603
222 	 8.700259878803253
223 	 8.569338535187768
224 	 8.890807599703242
225 	 9.11758556366387
226 	 9.208780502550226
227 	 9.243575930235048
228 	 9.593465974088387
229 	 9.089392331235615
230 	 8.37513948107285
231 	 8.590684309401041
232 	 7.8871206610089715
233 	 8.016429785454454
234 	 8.607135095627882
235 	 8.344511923167458
236 	 7.989679497850948
237 	 7.862966165348957
238 	 8.25563556580306
239 	 8.546566539650524
240 	 8.273855961433155
241 	 8.544477812417094
242 	 7.872894524439876
243 	 7.731028993696577
244 	 7.407149121621386
245 	 7.314026000022567
246 	 7.747432838044923
247 	 8.125448466000417
248 	 7.931545508604112
249 	 8.49301219816034
250 	 8.275470030160655
251 	 8.289474459232142
252 	 7.638308580678046
253 	 7.653490731930545
254 	 7.746043564947701
255 	 7.556548725240181
256 	 7.774138649464561
257 	 8.133204098597988
258 	 7.8038707377548935
259 	 8.42531928420673
260 	 8.123578260925347
261 	 8.031832468028766
262 	 8.278716577158823
263 	 8.381037051033692
264 	 8.68092714150315
265 	 9.056017628404664
266 	 8.816239956987774
267 	 9.153514570785026
268 	 8.673184565699586
269 	 9.446787003980678
270 	 10.454389455507394
271 	 10.917988233538827
272 	 11.376692422588002
273 	 11.567723720542826
274 	 11.575592347910298
275 	 11.767476606529613
276 	 11.453020080146182
277 	 10.980883295125002
278 	 10.729057344756363
279 	 10.577953095555307
280 	 10.073037998153588
281 	 9.300715925800695
282 	 9.08013232867855
283 	 9.254723006280617
284 	 9.053824451197949
285 	 8.966755766463217
286 	 8.846277555997927
287 	 8.70347122852462
288 	 8.80680127310688
289 	 9.14771783656293
290 	 9.335470992620628
291 	 9.639020051546122
292 	 10.407222722303997
293 	 10.222714755422846
294 	 10.281642417392883
295 	 10.281058005130069
296 	 10.042432605463942
297 	 10.288365845128103
298 	 10.123741578413387
299 	 10.090036612230184
300 	 10.181582788479613
301 	 10.368217297449622
302 	 10.48724570093748
303 	 10.245707239915818
304 	 10.464939160917007
305 	 10.373301154937097
306 	 10.043874007647391
307 	 10.280180985617378
308 	 10.595281584850712
309 	 10.574521386931453
310 	 10.566097511576698
311 	 10.338038016932455
312 	 10.296748387600687
313 	 10.294033748244816
314 	 10.212355204884686
315 	 10.038460459007341
316 	 9.997971162685344
317 	 9.765450669722272
318 	 9.332648805028434
319 	 9.074115969559209
320 	 9.306145077256158
321 	 9.476242855482369
322 	 9.053020163668712
323 	 8.662632206212818
324 	 8.574438634593395
325 	 8.294747096130074
326 	 8.49879650883893
327 	 8.925382073401694
328 	 9.0696311557955
329 	 8.885786627104729
330 	 8.892967387162951
331 	 8.805717232439012
332 	 8.677457925354618
333 	 8.80443992631498
334 	 8.813622948086925
335 	 8.41464968142478
336 	 8.347671211099101
337 	 8.775487694540386
338 	 8.484480586125148
339 	 8.169858113039693
340 	 8.692827327321666
341 	 9.20718168083317
342 	 9.152657336107634
343 	 8.721255594228015
344 	 8.571969104220281
345 	 8.42518854089409
346 	 7.948555688854877
347 	 7.994131744758261
348 	 8.762242541743097
349 	 9.064234039811465
350 	 9.347852989539817
351 	 9.522418750118579
352 	 9.867089586107658
353 	 9.689547426144067
354 	 9.109059852399348
355 	 9.332411070408929
356 	 9.592158451869713
357 	 8.923934207737679
358 	 8.94835131083542
359 	 8.752360687548927
360 	 8.355718058323317
361 	 8.088802154668006
362 	 8.365084300800234
363 	 8.580335075311243
364 	 7.991546398448941
365 	 7.249618689680127
366 	 6.950901475352199
367 	 7.114044558338572
368 	 6.979903968635162
369 	 6.679697994828368
370 	 6.6620247998873685
371 	 7.327571765851909
372 	 8.084107352869113
373 	 8.468107937900971
374 	 8.693033915417582
375 	 8.72045387181826
376 	 8.771142129168474
377 	 8.848720391589774
378 	 8.910524754091272
379 	 8.896590608785424
380 	 8.825274686656895
381 	 9.125524723702814
382 	 9.107623373950648
383 	 9.215282920011513
384 	 9.357494732014572
385 	 9.556961842202012
386 	 9.638324249707091
387 	 9.910863492652224
388 	 9.88431635070003
389 	 9.7609721154632
390 	 9.722459376365387
391 	 9.298964188392974
392 	 9.343319035027292
393 	 9.110065339614984
394 	 8.940687209258805
395 	 9.495103591775948
396 	 9.715272339626976
397 	 9.747168144064554
398 	 10.02790428844428
399 	 10.352210859957179
400 	 10.148705207204804
401 	 10.028522922067578
402 	 10.090614612317056
403 	 9.938362039179408
404 	 9.995038342154361
405 	 10.296293206358275
406 	 10.090593424528397
407 	 9.483691050755489
408 	 9.780939017112344
409 	 9.815121252534809
410 	 9.6685503231439
411 	 9.06516557939031
412 	 8.790925660126545
413 	 8.733331038588485
414 	 8.243933265473174
415 	 8.782630836759473
416 	 9.693832795142033
417 	 9.96434864473171
418 	 9.89383310109114
419 	 9.762189696576403
420 	 9.860600257385064
421 	 9.23010990789257
422 	 9.251741603667238
423 	 9.551718828503935
424 	 9.243603010781277
425 	 8.888720084479687
426 	 8.752235920948285
427 	 8.579313059137457
428 	 8.49308868188056
429 	 8.004957547769118
430 	 8.603294467325549
431 	 9.225941255903566
432 	 8.73013521330355
433 	 9.2154488148895
434 	 9.734155298747684
435 	 9.594162962204367
436 	 9.130436599882573
437 	 8.857353811576441
438 	 9.36713656148848
439 	 9.723416277996902
440 	 9.755908943440073
441 	 9.72841700001987
442 	 9.83060904462129
443 	 9.635717862128445
444 	 9.506712345599487
445 	 9.67955914817503
446 	 9.976846782687204
447 	 10.211632623325498
448 	 10.411261863600501
449 	 10.046845717478432
450 	 10.284195787275312
451 	 10.12469599672285
452 	 10.52380966384339
453 	 10.539914907958586
454 	 10.647692974442716
455 	 10.624418650287481
456 	 10.787538797097067
457 	 10.53783116093933
458 	 9.995528844065007
459 	 9.88153325098246
460 	 9.698444465302153
461 	 9.14204961182045
462 	 9.033351311050408
463 	 9.463352872189065
464 	 9.69168340701769
465 	 9.57709896310705
466 	 8.974107105769367
467 	 9.341583174051692
468 	 9.636404031529636
469 	 9.575256920031428
470 	 9.25531596665004
471 	 9.00970579756795
472 	 9.313120812383143
473 	 9.60286855768891
474 	 9.63232433542519
475 	 9.456025350790044
476 	 9.456612498730752
477 	 9.907757819338846
478 	 10.259809685448252
479 	 10.654596391501327
480 	 10.362278635790725
481 	 10.374944194183971
482 	 9.928808184549778
483 	 9.582218883078884
484 	 9.615075279004524
485 	 9.589958051313115
486 	 9.743156494967337
487 	 9.624894284151399
488 	 9.030431051553705
489 	 8.7218184598351
490 	 8.311980124677078
491 	 7.789033582842654
492 	 8.024010736503117
493 	 7.978460772360156
494 	 8.280093352182934
495 	 8.578085021597708
496 	 9.184791421558302
497 	 9.976731429302822
498 	 10.166477857070037
499 	 10.30744786799809
500 	 11.107932591256528
501 	 11.559415095459025
502 	 11.494001734071004
503 	 10.931335793605783
504 	 10.664965694810276
505 	 10.780518651983297
506 	 10.942942233973413
507 	 10.663642172619895
508 	 10.7845897035447
509 	 10.70731093895918
510 	 9.789661121597106
511 	 9.41708705166844
512 	 9.503770849860539
513 	 10.172117460234585
514 	 10.296746432541216
515 	 10.305191856819159
516 	 10.122812792299397
517 	 10.365196571129669
518 	 10.487481272727647
519 	 10.43006348365649
520 	 10.242547880996137
521 	 10.074894627367604
522 	 10.146613384961153
523 	 9.917487499633708
524 	 9.84368301061426
525 	 9.649218578920596
526 	 9.721576971623652
527 	 9.630036636784222
528 	 9.500711980111165
529 	 9.329608279180643
530 	 9.343054842212675
531 	 9.13343596535566
532 	 8.492633527466745
533 	 8.705266914538011
534 	 8.96423407875299
535 	 8.610671940144496
536 	 8.55586976222281
537 	 9.711730607509576
538 	 9.50720180351919
539 	 9.348491285360932
540 	 9.389274831894134
541 	 8.939913205192143
542 	 9.228764875877713
543 	 9.335453903067819
544 	 8.677254867179672
545 	 7.913156168710212
546 	 7.746579650418669
547 	 7.87823044396081
548 	 8.161214047596141
549 	 8.13367895484772
550 	 8.139382081576494
551 	 8.735541082825353
552 	 9.008564198096657
553 	 8.612871061027148
554 	 8.213059071782375
555 	 7.469461400893794
