X	SP_INTEGRAND	SP	PMF_RE
8.175576576576574	0.01342504150177018	0.4901492516671593358	-2.529832835518567953
8.309153153153147	0.013421716642713301	0.4882317592259298733	-2.5299804956752157026
8.44272972972972	0.013418053883146059	0.4863147658656628014	-2.5301432048425636688
8.576306306306293	0.013414053693353203	0.48439831982091891005	-2.5303209544353721084
8.70988288288288	0.013409716572330125	0.48248246925702881205	-2.5305137357139094244
8.843459459459453	0.013405043047705144	0.48056726226599899565	-2.5307215397833398606
8.977036036036026	0.013400033675657877	0.4786527468624254822	-2.530944357592937118
9.110612612612599	0.013394689040833347	0.47673897097942308232	-2.5311821799354739958
9.244189189189186	0.013389009756252212	0.47482598246456453328	-2.5314349974463724246
9.377765765765758	0.013382996463216725	0.47291382907583484618	-2.5317028006031916385
9.511342342342331	0.013376649831212869	0.47100255847759742167	-2.531985579724714293
9.644918918918904	0.013369970557808392	0.46909221823657576422	-2.5322833249702532072
9.778495495495491	0.013362959368546876	0.46718285581784951832	-2.5325960263388877603
9.912072072072064	0.01335561701683787	0.4652745185808667694	-2.532923673668711464
10.045648648648637	0.013347944283843066	0.46336725377547044458	-2.5332662566358994311
10.17922522522521	0.0133399419783586	0.46146110853794275464	-2.5336237647540941933
10.312801801801797	0.013331610936693366	0.4595561298870668998	-2.5339961873734579462
10.44637837837837	0.013322952022543645	0.45765236472020576208	-2.5343835136798592244
10.579954954954943	0.013313966126863714	0.45574985980939841657	-2.534785732694025107
10.713531531531515	0.013304654167732867	0.45384866179747629378	-2.53520283327064993
10.847108108108102	0.013295017090218459	0.4519488171941979937	-2.535634804097514656
10.980684684684675	0.013285055866235237	0.45005037237240486103	-2.5360816336946305765
11.114261261261248	0.013274771494401092	0.44815337356419504555	-2.5365433104133394038
11.247837837837835	0.013264164999888993	0.44625786685712065527	-2.5370198224352391789
11.381414414414408	0.013253237434275348	0.44436389819040478244	-2.5375111577713977732
11.514990990990981	0.013241989875384622	0.44247151335118095616	-2.5380173042613762033
11.648567567567554	0.013230423427130492	0.44058075797075507696	-2.5385382495721367127
11.78214414414414	0.01321853921935349	0.43869167752088994439	-2.5390739811972096063
11.915720720720714	0.013206338407654823	0.43680431731011487573	-2.5396244864555752394
12.049297297297286	0.013193822173227105	0.43491872248005575274	-2.5401897524906470137
12.18287387387386	0.013180991722681378	0.43303493800179354567	-2.5407697662693429234
12.316450450450446	0.013167848287870747	0.43115300867224487513	-2.5413645145808626976
12.45002702702702	0.013154393125710755	0.4292729791105701076	-2.5419739840358324624
12.583603603603592	0.013140627517996285	0.42739489375460543163	-2.5425981610650153248
12.717180180180165	0.01312655277121523	0.4255187968573224122	-2.543237031918272966
12.850756756756752	0.013112170216358849	0.4236447324833141348	-2.5438905826635308108
12.984333333333325	0.013097481208728983	0.42177274450530971572	-2.5445587991856050327
13.117909909909898	0.013082487127741986	0.41990287660071412557	-2.5452416671849824575
13.25148648648647	0.013067189376729526	0.41803517224817871023	-2.5459391721766988811
13.385063063063058	0.013051589382736426	0.41616967472419863494	-2.5466512994891581816
13.51863963963963	0.013035688596315164	0.41430642709974146998	-2.5473780342630211481
13.652216216216203	0.013019488491317626	0.41244547223690269933	-2.5481193614498530836
13.78579279279279	0.013002990564683778	0.41058685278559320375	-2.5488752658108880056
13.919369369369363	0.012986196336227355	0.4087306111802567199	-2.5496457319158844785
14.052945945945936	0.012969107348418676	0.40687678963661721987	-2.5504307441417806118
14.186522522522509	0.012951725166164694	0.40502543014845854286	-2.5512302866714867133
14.320099099099096	0.012934051376586217	0.403176574484435557	-2.5520443434924460057
14.453675675675669	0.012916087588792253	0.40133026418491685172	-2.5528728983954799676
14.587252252252242	0.012897835433651783	0.39948654055886023695	-2.5537159349732753287
14.720828828828814	0.012879296563562877	0.39764544468071999495	-2.5545734366191663225
14.854405405405402	0.012860472652219134	0.3958070173873896591	-2.5554453865257385928
14.987981981981974	0.012841365394373392	0.39397129927517610115	-2.5563317676833380275
15.121558558558547	0.0128219765055994	0.39213833069680803511	-2.5572325628787884616
15.25513513513512	0.01280230772205043	0.3903081517584794935	-2.5581477546938819782
15.388711711711707	0.012782360800215876	0.38848080231692716513	-2.5590773255039422163
15.52228828828828	0.01276213751667532	0.3866563219765437598	-2.560021257476425285
15.655864864864853	0.012741639667850291	0.38483475008652490157	-2.5609795325692897554
15.789441441441426	0.012720869069753685	0.38301612573805293716	-2.5619521325296340203
15.923018018018013	0.01269982755773714	0.38120048776151671532	-2.5629390388921548507
16.056594594594586	0.012678516986236009	0.37938787472376772625	-2.5639402329775217552
16.19017117117116	0.01265693922851242	0.3775783249254111018	-2.5649556958908317
16.32374774774773	0.012635096176396028	0.37577187639813569575	-2.5659854085201404027
16.45732432432432	0.012612989740022963	0.3739685669020802461	-2.5670293515347409707
16.59090090090089	0.01259062184757272	0.37216843392323756268	-2.5680875053835932234
16.724477477477464	0.012567994445003113	0.3703715146708950745	-2.569159850293624707
16.85805405405405	0.012545109495783288	0.36857784607511456798	-2.570246366268176179
16.991630630630624	0.012521968980625202	0.3667874647842511715	-2.5713470330852592676
17.125207207207197	0.012498574897212908	0.36500040716250758965	-2.572461830295816527
17.25878378378377	0.012474929259930583	0.3632167092875306924	-2.5735907372220829426
17.392360360360357	0.01245103409958857	0.36143640694804446412	-2.5747337329557190182
17.52593693693693	0.012426891463147962	0.35965953564152430832	-2.5758907963562667337
17.659513513513502	0.012402503413443549	0.35788613057190893363	-2.577061906049119405
17.793090090090075	0.012377872028905505	0.35611622664735270716	-2.5782470404238326288
17.926666666666662	0.012352999403279259	0.35434985847801825365	-2.579446177632310022
18.060243243243235	0.012327887645344314	0.35258706037390907806	-2.580659295586919102
18.193819819819808	0.012302538878631534	0.35082786634274126802	-2.5818863719586264552
18.32739639639638	0.012276955241139243	0.34907231008785727377	-2.5831273841751393441
18.460972972972968	0.012251138885048083	0.34732042500617937852	-2.5843823094189405654
18.59454954954954	0.012225091976434706	0.34557224418620485773	-2.5856511246253919033
18.728126126126114	0.012198816694984233	0.34382780040604044025	-2.5869338064807006067
18.861702702702686	0.012172315233701983	0.3420871261314795131	-2.5882303314200335318
18.995279279279274	0.012145589798623761	0.34035025351412001582	-2.58954067562550684
19.128855855855846	0.012118642608525512	0.33861721438952452345	-2.5908648150240807433
19.26243243243242	0.012091475894631986	0.33688804027541963126	-2.5922027252855642842
