# -------------- Extension Probability Distribution (Probability Density Function - PDF) ----------------
# INPUT Frame vs Extension file: "dist_vs_frame.dat"
# INPUT Frame Range => frame_index_start: -1  |  frame_index_end: -1
# INPUT Extension Range => ext_start: 0.0  |  ext_end: 100.0
# INPUT Extension Bins => Count: 1000  | Bin Size: 0.1
# INPUT Moving Average Window Size: 20 extension bins (or 2.0 extension units)
# ---------------------------------------
EXT	PDF
0.0	0.0
0.1	0.0
0.2	0.0
0.30000000000000004	0.0
0.4	0.0
0.5	0.0
0.6000000000000001	0.0
0.7000000000000001	0.0
0.8	0.0
0.9	0.0
1.0	0.0
1.1	0.0
1.2000000000000002	0.0
1.3	0.0
1.4000000000000001	0.0
1.5	0.0
1.6	0.0
1.7000000000000002	0.0
1.8	0.0
1.9000000000000001	0.0
2.0	0.0
2.1	0.0
2.2	0.0
2.3000000000000003	0.0
2.4000000000000004	0.0
2.5	0.0
2.6	0.0
2.7	0.0
2.8000000000000003	0.0
2.9000000000000004	0.0
3.0	0.0
3.1	0.0
3.2	0.0
3.3000000000000003	0.0
3.4000000000000004	0.0
3.5	0.0
3.6	0.0
3.7	0.0
3.8000000000000003	0.0
3.9000000000000004	0.0
4.0	0.0
4.1000000000000005	0.0
4.2	0.0
4.3	0.0
4.4	0.0
4.5	0.0
4.6000000000000005	0.0
4.7	0.0
4.800000000000001	0.0
4.9	0.0
5.0	0.0
5.1000000000000005	0.0
5.2	0.0
5.300000000000001	0.0
5.4	0.0
5.5	0.0
5.6000000000000005	0.0
5.7	0.0
5.800000000000001	0.0
5.9	0.0
6.0	0.0
6.1000000000000005	0.0
6.2	0.0
6.300000000000001	0.0
6.4	0.0
6.5	0.0
6.6000000000000005	0.0
6.7	0.0
6.800000000000001	0.0
6.9	0.0
7.0	0.0
7.1000000000000005	0.0
7.2	0.0
7.300000000000001	0.0
7.4	0.0
7.5	3.333333333333316e-05
7.6000000000000005	3.333333333333345e-05
7.7	6.666666666666632e-05
7.800000000000001	0.0
7.9	0.00010000000000000036
8.0	0.00010000000000000036
8.1	0.00013333333333333144
8.200000000000001	0.0001333333333333338
8.3	0.00010000000000000036
8.4	0.00016666666666666726
8.5	0.0002333333333333342
8.6	0.00019999999999999716
8.700000000000001	0.0005666666666666687
8.8	0.0003000000000000011
8.9	0.0002333333333333342
9.0	0.0005000000000000019
9.1	0.00046666666666666005
9.200000000000001	0.00036666666666666797
9.3	0.0003333333333333345
9.4	0.0006000000000000022
9.5	0.0005666666666666586
9.600000000000001	0.0008333333333333363
9.700000000000001	0.0005666666666666687
9.8	0.0007000000000000025
9.9	0.0006333333333333356
10.0	0.0011333333333333172
10.100000000000001	0.001100000000000004
10.200000000000001	0.0010000000000000037
10.3	0.0009333333333333368
10.4	0.0010000000000000037
10.5	0.001199999999999983
10.600000000000001	0.0015666666666666721
10.700000000000001	0.0011666666666666709
10.8	0.0015000000000000052
10.9	0.0014333333333333385
11.0	0.0017666666666666417
11.100000000000001	0.0018333333333333398
11.200000000000001	0.0016000000000000057
11.3	0.0018333333333333398
11.4	0.0015666666666666721
11.5	0.0015333333333333115
11.600000000000001	0.0018333333333333398
11.700000000000001	0.001766666666666673
11.8	0.00193333333333334
11.9	0.002400000000000009
12.0	0.0024999999999999645
12.100000000000001	0.0020666666666666737
12.200000000000001	0.0018000000000000065
12.3	0.0021000000000000077
12.4	0.0016333333333333393
12.5	0.0019999999999999714
12.600000000000001	0.0013000000000000045
12.700000000000001	0.0017333333333333393
12.8	0.0013666666666666716
12.9	0.0020666666666666737
13.0	0.0022333333333333016
13.100000000000001	0.0016666666666666726
13.200000000000001	0.0018333333333333398
13.3	0.0019666666666666734
13.4	0.0021000000000000077
13.5	0.0022999999999999674
13.600000000000001	0.0027000000000000097
13.700000000000001	0.00290000000000001
13.8	0.0032333333333333446
13.9	0.0024666666666666756
14.0	0.0037333333333332804
14.100000000000001	0.002633333333333343
14.200000000000001	0.004133333333333347
14.3	0.005100000000000019
14.4	0.005133333333333352
14.5	0.005799999999999917
14.600000000000001	0.006066666666666688
14.700000000000001	0.00570000000000002
14.8	0.007600000000000027
14.9	0.006600000000000023
15.0	0.007699999999999891
15.100000000000001	0.009966666666666702
15.200000000000001	0.008566666666666696
15.3	0.010200000000000037
15.4	0.009900000000000036
15.5	0.012466666666666489
15.600000000000001	0.013366666666666714
15.700000000000001	0.01323333333333338
15.8	0.015133333333333387
15.9	0.014866666666666719
16.0	0.015199999999999785
16.1	0.0170333333333337
16.2	0.01819999999999974
16.3	0.018699999999999734
16.400000000000002	0.01886666666666707
16.5	0.01889999999999973
16.6	0.020233333333333763
16.7	0.020899999999999704
16.8	0.022199999999999685
16.900000000000002	0.021633333333333796
17.0	0.022366666666666347
17.1	0.024266666666667186
17.2	0.024766666666666316
17.3	0.025733333333332966
17.400000000000002	0.02723333333333391
17.5	0.02726666666666628
17.6	0.02936666666666729
17.7	0.03113333333333289
17.8	0.03219999999999955
17.900000000000002	0.03226666666666735
18.0	0.030699999999999564
18.1	0.03130000000000067
18.2	0.029699999999999574
18.3	0.030633333333332898
18.400000000000002	0.029333333333333957
18.5	0.031933333333332876
18.6	0.030200000000000643
18.7	0.03159999999999955
18.8	0.028033333333332935
18.900000000000002	0.027800000000000595
19.0	0.027233333333332947
19.1	0.02623333333333296
19.200000000000003	0.025066666666667202
19.3	0.02726666666666628
19.400000000000002	0.026933333333333906
19.5	0.028866666666666256
19.6	0.02423333333333299
19.700000000000003	0.023900000000000508
19.8	0.02449999999999965
19.900000000000002	0.021500000000000456
20.0	0.020933333333333037
20.1	0.02143333333333303
20.200000000000003	0.020100000000000427
20.3	0.019899999999999717
20.400000000000002	0.01843333333333373
20.5	0.018133333333333074
20.6	0.01853333333333307
20.700000000000003	0.018666666666667064
20.8	0.018033333333333075
20.900000000000002	0.018500000000000395
21.0	0.018666666666666405
21.1	0.018599999999999735
21.200000000000003	0.01820000000000039
21.3	0.018266666666666407
21.400000000000002	0.018533333333333728
21.5	0.019433333333333056
21.6	0.020433333333333043
21.700000000000003	0.018766666666667067
21.8	0.019266666666666394
21.900000000000002	0.020000000000000427
22.0	0.020233333333333044
22.1	0.02029999999999971
22.200000000000003	0.020500000000000438
22.3	0.021033333333333033
22.400000000000002	0.0219333333333338
22.5	0.021633333333333025
22.6	0.02096666666666637
22.700000000000003	0.023800000000000505
22.8	0.024099999999999656
22.900000000000002	0.02423333333333385
23.0	0.02269999999999968
23.1	0.020799999999999708
23.200000000000003	0.023700000000000505
23.3	0.02706666666666628
23.400000000000002	0.025733333333333882
23.5	0.026866666666666286
23.6	0.029033333333332922
23.700000000000003	0.029533333333333963
23.8	0.02876666666666626
23.900000000000002	0.02910000000000062
24.0	0.028433333333332925
24.1	0.028633333333332928
24.200000000000003	0.027166666666667245
24.3	0.03019999999999957
24.400000000000002	0.028500000000000605
24.5	0.028933333333332922
24.6	0.0301333333333329
24.700000000000003	0.02983333333333397
24.8	0.02773333333333294
24.900000000000002	0.02843333333333394
25.0	0.029033333333332922
25.1	0.029866666666666243
25.200000000000003	0.02853333333333394
25.3	0.02716666666666628
25.400000000000002	0.025100000000000535
25.5	0.02516666666666631
25.6	0.023166666666666336
25.700000000000003	0.02253333333333381
25.8	0.019333333333333057
25.900000000000002	0.01843333333333373
26.0	0.016633333333333097
26.1	0.01809999999999974
26.200000000000003	0.014966666666666986
26.3	0.01373333333333314
26.400000000000002	0.013400000000000285
26.5	0.011566666666666503
26.6	0.010266666666666521
26.700000000000003	0.008900000000000189
26.8	0.00839999999999988
26.900000000000002	0.007866666666666834
27.0	0.0069999999999998995
