DIST	PDF	PMF_APP	SP	PMF_RE
38.9	0.0006	4.4224245907347943156	0.7853035459697347142	-2.1166729407919637482
38.95	0.0003	4.8356291074060695303	0.78364751726768294254	-2.0313665057516686564
39.0	0.0006	4.4224245907347943156	0.78199148856563140624	-2.1811821001632929315
39.05	0.0009	4.18071544335348846	0.78107147262004721945	-2.3817626576634433368
39.1	0.0006	4.4224245907347943156	0.78015145667446290185	-2.3486359074841080864
39.15	0.0007	4.330531037765112711	0.77912629604938337936	-2.373306798056140456
39.2	0.0009	4.18071544335348846	0.77828513861342057473	-2.5094858491165577003
39.25	0.0012	4.009220074063519101	0.77764112745151164403	-2.5734676947807274222
39.3	0.0008	4.2509292214448248393	0.776951115492323504	-2.4060977959838208066
39.35	0.0005	4.5311115952652630855	0.7758746968359898525	-2.251129809021433006
39.4	0.0006	4.4224245907347943156	0.77466027578781872595	-2.2805742187592484864
39.45	0.0008	4.2509292214448248393	0.7736942590449551925	-2.3968553146123987745
39.5	0.0008	4.2509292214448248393	0.7728662446939294245	-2.3115488795721069498
39.55	0.0004	4.664133738116100054	0.77162422316739077234	-2.1888346841619770165
39.6	0.0007	4.330531037765112711	0.77032305775863580907	-2.175129986180130065
39.65	0.0004	4.664133738116100054	0.7690218923498810307	-2.1332792543486758378
39.7	0.0005	4.5311115952652630855	0.7675314665180344364	-1.7328402812986545881
39.75	0.0001	5.490542771458650483	0.76355699763311074975	-1.4348617170652532829
39.95	0.0001	5.490542771458650483	0.7370605384002842895	-1.2049574724091183022
40.0	0.0001	5.490542771458650483	0.7304364235920781451	-1.2049574724091197493
40.1	0.0001	5.490542771458650483	0.717188193975664915	-1.3136444769395882174
40.15	0.0002	5.0773382547873752682	0.71222010786951030664	-1.4851398462295480585
40.2	0.0002	5.0773382547873752682	0.70890805046540676383	-1.652235726126190311
40.3	0.0003	4.8356291074060695303	0.7033879547919016432	-1.9117410639204688208
40.35	0.0006	4.4224245907347943156	0.7017319260898498716	-1.7268489936108453762
40.4	0.0001	5.490542771458650483	0.6978678591183962872	-1.4466666197904294069
40.45	0.0002	5.0773382547873752682	0.69289977301224097296	-1.4851398462295650095
40.5	0.0002	5.0773382547873752682	0.6895877156081379008	-1.6181619890803962621
40.6	0.0002	5.0773382547873752682	0.68296360079993128565	-1.7268489936108618947
40.65	0.0004	4.664133738116100054	0.68047955774685398153	-1.7896573583703629159
40.7	0.0002	5.0773382547873752682	0.6779955146937763244	-1.773324059751814346
40.85	0.0003	4.8356291074060695303	0.66971537118351825123	-1.8237310954161594557
40.9	0.0003	4.8356291074060695303	0.66750733291411620287	-1.7896573583703675631
40.95	0.0002	5.0773382547873752682	0.66474728507736325023	-1.5859309988097502121
41.05	0.0001	5.490542771458650483	0.6548111128650540337	-1.2568273998679032197
41.1	0.0001	5.490542771458650483	0.64818699805684694794	-1.2845592887294121896
41.15	0.0002	5.0773382547873752682	0.64321891195069233964	-1.4851398462295480585
41.2	0.0002	5.0773382547873752682	0.6399068545465887968	-1.6977638054006874009
41.25	0.0004	4.664133738116100054	0.6374228114935114926	-1.8355359981413325718
41.35	0.0003	4.8356291074060695303	0.6335587445220576335	-1.9745494286799758551
41.4	0.0005	4.5311115952652630855	0.6317923139065359949	-2.1224326774544838303
41.45	0.0008	4.2509292214448248393	0.6307158952502023434	-2.1282486075569494682
41.55	0.0002	5.0773382547873752682	0.62657582349507350315	-1.7787189210696472572
41.6	0.0003	4.8356291074060695303	0.6238157756583205507	-1.7268489936108623208
41.65	0.0002	5.0773382547873752682	0.6210557278215679903	-1.670031916539177118
41.7	0.0002	5.0773382547873752682	0.61774367041746444743	-1.7150440908856950088
41.75	0.0005	4.5311115952652630855	0.6154252302345922969	-1.8307859482515183383
41.8	0.0002	5.0773382547873752682	0.61310679005172014636	-1.7765551143125345503
41.85	0.0003	4.8356291074060695303	0.61034674221496719383	-1.7896573583703675681
41.9	0.0003	4.8356291074060695303	0.6081387039455651454	-1.8983443629008288655
41.95	0.0004	4.664133738116100054	0.6062066704598380786	-1.9836507979411235707
42.0	0.0004	4.664133738116100054	0.60455064175778654254	-1.9836507979411202924
42.05	0.0003	4.8356291074060695303	0.6026186082720597502	-1.996898634405844501
42.1	0.0007	4.330531037765112711	0.6010414380796294915	-2.1934738368126972525
42.15	0.0007	4.330531037765112711	0.6000951359641714708	-2.262524437740694952
42.2	0.0004	4.664133738116100054	0.59879397055541650754	-2.1332792543486701052
42.25	0.0005	4.5311115952652630855	0.59730354472357012505	-2.0413857013789913756
42.3	0.0003	4.8356291074060695303	0.59553711410804848636	-1.9928932793125362509
42.35	0.0005	4.5311115952652630855	0.5937706834925265966	-2.094174870511177087
42.4	0.0006	4.4224245907347943156	0.5925562624443554701	-2.303653027621836976
42.45	0.001	4.1179070785939878713	0.5916730471365945252	-2.4545902180502702054
42.5	0.0008	4.2509292214448248393	0.59092783422067133404	-2.387753945351254905
42.55	0.0005	4.5311115952652630855	0.58985141556433783554	-2.251129809021438107
42.6	0.0006	4.4224245907347943156	0.58863699451616653636	-2.303653027621850361
42.65	0.001	4.1179070785939878713	0.58775377920840571707	-2.4974271008213699424
42.7	0.0011	4.061090001522298781	0.5871214773403495861	-2.6053250541352889664
42.75	0.001	4.1179070785939878713	0.58648917547229354505	-2.6365430822130350489
42.8	0.0014	3.9173265210938374961	0.58592139420301873263	-2.699193196876813947
42.85	0.0012	4.009220074063519101	0.5854088138904788986	-2.7304580149633828658
42.9	0.0014	3.9173265210938374961	0.58489623357793913734	-2.6256046449123210456
42.95	0.0007	4.330531037765112711	0.584186506991345521	-2.4168391335614281422
43.0	0.0006	4.4224245907347943156	0.5831613463662659985	-2.3172534982921076353
43.05	0.0007	4.330531037765112711	0.5821361857411864761	-2.3851788739299655915
43.1	0.001	4.1179070785939878713	0.5813318289430470442	-2.5292822221595898367
43.15	0.0011	4.061090001522298781	0.58069952707499100316	-2.509389939196461761
43.2	0.0006	4.4224245907347943156	0.57984642137999463596	-2.3695025215392233938
43.25	0.0007	4.330531037765112711	0.5788212607549151135	-2.3406340677822879313
43.3	0.0007	4.330531037765112711	0.5778749586394570929	-2.3838954975310070392
43.35	0.0008	4.2509292214448248393	0.5769878004062150724	-2.4531485532434606988
43.4	0.001	4.1179070785939878713	0.5762425874902918811	-2.484180813757509261
