9.525 0.000104
9.575 0.000118
9.625 0.000137
9.675 0.000152
9.725 0.000171
9.775 0.000195
9.825 0.000222
9.875 0.000242
9.925 0.000256
9.975 0.000277
10.025 0.0003
10.075 0.000321
10.125 0.000358
10.175 0.000384
10.225 0.000417
10.275 0.000455
10.325 0.000485
10.375 0.00052
10.425 0.000558
10.475 0.000594
10.525 0.000623
10.575 0.000661
10.625 0.000689
10.675 0.00073
10.725 0.000763
10.775 0.000801
10.825 0.00084
10.875 0.000887
10.925 0.000925
10.975 0.000966
11.025 0.001018
11.075 0.001063
11.125 0.001112
11.175 0.00115
11.225 0.001189
11.275 0.001225
11.325 0.001273
11.375 0.001303
11.425 0.001335
11.475 0.001379
11.525 0.001412
11.575 0.001451
11.625 0.001492
11.675 0.001539
11.725 0.001584
11.775 0.001631
11.825 0.001686
11.875 0.001751
11.925 0.001822
11.975 0.001869
12.025 0.001949
12.075 0.002007
12.125 0.002084
12.175 0.002185
12.225 0.002262
12.275 0.00235
12.325 0.002437
12.375 0.002557
12.425 0.002667
12.475 0.002789
12.525 0.002907
12.575 0.003031
12.625 0.003137
12.675 0.003251
12.725 0.00337
12.775 0.003499
12.825 0.003634
12.875 0.003782
12.925 0.003897
12.975 0.004038
13.025 0.00418
13.075 0.004344
13.125 0.004514
13.175 0.00472
13.225 0.004894
13.275 0.005075
13.325 0.005283
13.375 0.005472
13.425 0.005694
13.475 0.005921
13.525 0.006138
13.575 0.006376
13.625 0.006664
13.675 0.006912
13.725 0.007198
13.775 0.007465
13.825 0.007782
13.875 0.008065
13.925 0.008368
13.975 0.008707
14.025 0.009043
14.075 0.009365
14.125 0.009742
14.175 0.010112
14.225 0.010472
14.275 0.010861
14.325 0.011259
14.375 0.01171
14.425 0.01217
14.475 0.012631
14.525 0.013067
14.575 0.013521
14.625 0.013984
14.675 0.01452
14.725 0.015063
14.775 0.015549
14.825 0.016074
14.875 0.016592
14.925 0.017164
14.975 0.017708
15.025 0.018276
15.075 0.01884
15.125 0.019421
15.175 0.02002
15.225 0.020611
15.275 0.021194
15.325 0.021796
15.375 0.022397
15.425 0.023016
15.475 0.023671
15.525 0.024299
15.575 0.024939
15.625 0.02557
15.675 0.026277
15.725 0.026931
15.775 0.02759
15.825 0.028302
15.875 0.029016
15.925 0.029669
15.975 0.030343
16.025 0.031021
16.075 0.031673
16.125 0.03237
16.175 0.033093
16.225 0.033808
16.275 0.034541
16.325 0.035295
16.375 0.036045
16.425 0.036782
16.475 0.037476
16.525 0.038168
16.575 0.038945
16.625 0.039645
16.675 0.040349
16.725 0.041079
16.775 0.041826
16.825 0.042539
16.875 0.043266
16.925 0.043982
16.975 0.044695
17.025 0.045323
17.075 0.04599
17.125 0.046695
17.175 0.047361
17.225 0.048119
17.275 0.04881
17.325 0.04945
17.375 0.050058
17.425 0.050723
17.475 0.051369
17.525 0.052017
17.575 0.052678
17.625 0.053403
17.675 0.054127
17.725 0.05482
17.775 0.055472
17.825 0.056223
17.875 0.056906
17.925 0.057634
17.975 0.058348
18.025 0.059027
18.075 0.059746
18.125 0.060453
18.175 0.061109
18.225 0.061783
18.275 0.062485
18.325 0.063134
18.375 0.063778
18.425 0.064367
18.475 0.064958
18.525 0.065502
18.575 0.06613
18.625 0.066642
18.675 0.067191
18.725 0.067705
18.775 0.068235
18.825 0.0687
18.875 0.069248
18.925 0.069723
18.975 0.070148
19.025 0.070533
19.075 0.070912
19.125 0.07126
19.175 0.071651
19.225 0.072037
19.275 0.072407
19.325 0.072738
19.375 0.073024
19.425 0.073268
19.475 0.073541
19.525 0.073831
19.575 0.074108
19.625 0.074356
19.675 0.074562
19.725 0.074726
19.775 0.074918
19.825 0.075074
19.875 0.075236
19.925 0.075377
19.975 0.075487
20.025 0.075542
20.075 0.075684
20.125 0.075757
20.175 0.075745
20.225 0.075716
20.275 0.075677
20.325 0.07567
20.375 0.075589
20.425 0.075524
20.475 0.075362
20.525 0.075272
20.575 0.075165
20.625 0.075106
20.675 0.074897
20.725 0.07479
20.775 0.07467
20.825 0.074449
20.875 0.074205
20.925 0.073998
20.975 0.073801
21.025 0.073547
21.075 0.073311
21.125 0.073058
21.175 0.072761
21.225 0.072453
21.275 0.072129
21.325 0.071822
21.375 0.071475
21.425 0.07114
21.475 0.070839
21.525 0.070511
21.575 0.070119
21.625 0.069768
21.675 0.06937
21.725 0.068927
21.775 0.068518
21.825 0.068105
21.875 0.067682
21.925 0.067263
21.975 0.066869
22.025 0.066513
22.075 0.066142
22.125 0.065728
22.175 0.065325
22.225 0.064836
22.275 0.064359
22.325 0.06393
22.375 0.06351
22.425 0.063077
22.475 0.062618
22.525 0.06216
22.575 0.061667
22.625 0.061127
22.675 0.060597
22.725 0.060073
22.775 0.059591
22.825 0.059005
22.875 0.058446
22.925 0.057889
22.975 0.057298
23.025 0.056791
23.075 0.056203
23.125 0.05561
23.175 0.055018
23.225 0.05448
23.275 0.053874
23.325 0.053266
23.375 0.052675
23.425 0.052127
23.475 0.051561
23.525 0.051053
23.575 0.05045
23.625 0.04989
23.675 0.049313
23.725 0.048733
23.775 0.048215
23.825 0.047663
23.875 0.047064
23.925 0.046528
23.975 0.046011
24.025 0.045552
24.075 0.0451
24.125 0.04463
24.175 0.044105
24.225 0.043601
24.275 0.043103
24.325 0.04263
24.375 0.042148
24.425 0.041696
24.475 0.041193
24.525 0.040677
24.575 0.040169
24.625 0.039694
24.675 0.039189
24.725 0.03869
24.775 0.038222
24.825 0.037775
24.875 0.037313
24.925 0.036816
24.975 0.036356
25.025 0.035937
25.075 0.035459
25.125 0.03499
25.175 0.034633
25.225 0.034246
25.275 0.033887
25.325 0.033489
25.375 0.033153
25.425 0.032785
25.475 0.032464
25.525 0.03215
25.575 0.031779
25.625 0.031376
25.675 0.031045
25.725 0.030656
25.775 0.030264
25.825 0.029905
25.875 0.029557
25.925 0.029224
25.975 0.028855
26.025 0.028555
26.075 0.028248
26.125 0.027903
26.175 0.027612
26.225 0.027302
26.275 0.027004
26.325 0.026645
26.375 0.026361
26.425 0.026059
26.475 0.025776
26.525 0.025531
26.575 0.025247
26.625 0.025009
26.675 0.024794
26.725 0.024608
26.775 0.024358
26.825 0.024119
26.875 0.023898
26.925 0.02366
26.975 0.023434
27.025 0.023209
27.075 0.022983
27.125 0.022753
27.175 0.022534
27.225 0.022308
27.275 0.022149
27.325 0.021989
27.375 0.021828
27.425 0.021612
27.475 0.021426
27.525 0.021253
27.575 0.021054
27.625 0.020859
27.675 0.020655
27.725 0.020473
