EXT	PDF	PMF_APP	SP	PMF_RE
10.025	0.0003	4.8356291074060695303	1.0	4.815803542753818494
10.075	0.000321	4.7952958853641505367	0.95462135854523605855	4.790304537929851335
10.125	0.000358	4.730263159415359675	0.9130429471510361145	4.7373087949705513437
10.175	0.000384	4.6884688764364682166	0.8750611219228615206	4.6874977394564510567
10.225	0.000417	4.63932188796938835	0.83986041271519637654	4.6396825878162412434
10.275	0.000455	4.5873328420953706744	0.80751928122634678725	4.5916793381766125037
10.325	0.000485	4.5492691849661139394	0.77754416366037967464	4.549064435485456643
10.375	0.00052	4.507731025775082891	0.7495022817353017309	4.508336472305915463
10.425	0.000558	4.4656860204835147395	0.7233585610432628185	4.467541687173364762
10.475	0.000594	4.428415878422605739	0.69890072597745565473	4.4310875666828965017
10.525	0.000623	4.40000012105994885	0.6757586527549501451	4.398707043463947669
10.575	0.000661	4.364704972828971193	0.6538173861566814986	4.3677310613074730545
10.625	0.000689	4.3399731490229981118	0.6329581085539495386	4.3379123046620125356
10.675	0.00073	4.305514999191306339	0.6131050926625432806	4.307932784473847138
10.725	0.000763	4.279158090832886907	0.59424262160358274926	4.278824878405547342
10.775	0.000801	4.2501845266483245893	0.5762346054537790602	4.250687273267075073
10.825	0.00084	4.221844033234643845	0.5590720103946405183	4.2212030805679817934
10.875	0.000887	4.1893889767681497132	0.54276119740192099055	4.1916011670039974657
10.925	0.000925	4.1643821447349427586	0.5272201953580964933	4.164441452510677306
10.975	0.000966	4.1385280110854754465	0.5123279958249972512	4.1375202657559260193
11.025	0.001018	4.1072722019697806084	0.49813078798642746695	4.1089831963973166814
11.075	0.001063	4.0814865726610911087	0.48459831357749061896	4.081507373294138362
11.125	0.001112	4.054622002008143779	0.47165017358333806546	4.05656407216508723
11.175	0.00115	4.034591056444819441	0.45920284512565499535	4.034795491693225918
11.225	0.001189	4.0147097814886098513	0.4471653339418957237	4.015383813185405245
11.275	0.001225	3.996928337414125346	0.4355024622115259332	3.9958201995945962616
11.325	0.001273	3.9740158701129560579	0.42423012120337560073	3.9764193583638605329
11.375	0.001303	3.9601302708914204265	0.41330165493525121526	3.960070109763725517
11.425	0.001335	3.9456670145075181614	0.40262991368746341302	3.9445708501614066526
11.475	0.001379	3.9263361853925521443	0.39225581229665570286	3.9277633495414974085
11.525	0.001412	3.9122386258523497847	0.38216915999680088468	3.9117991725180943454
11.575	0.001451	3.8959966179088791124	0.37233572127762044917	3.8960175571130472659
11.625	0.001492	3.879385789649535277	0.36276950482536811577	3.8790454618941417333
11.675	0.001539	3.8608966659305829416	0.35348059664004556426	3.8613573321128760113
11.725	0.001584	3.8437159924613611838	0.3444656250185102136	3.8437790429673836614
11.775	0.001631	3.8262851885796268405	0.33570857126086862946	3.8258454009341111223
11.825	0.001686	3.8065142804191319649	0.32722028305343199084	3.806007355814478085
11.875	0.001751	3.7839638309003632878	0.31902767849945990223	3.7839019228838522034
11.925	0.001822	3.7602690825946672836	0.31114661776658123174	3.7625599354289417956
11.975	0.001869	3.7450864570073677817	0.30351928756954436279	3.7428092462134625877
12.025	0.001949	3.7201010040063894504	0.29614362635079233445	3.722169668729571911
12.075	0.002007	3.70261975633524496	0.28902685114632816155	3.7015473525051059017
12.125	0.002084	3.6801766931233300172	0.2821439652620263127	3.6790043675563651171
12.175	0.002185	3.6519639142624134027	0.2755467117095164184	3.6541096588917777544
12.225	0.002262	3.6313178821685105848	0.26921517302988044856	3.6309889472134963288
12.275	0.00235	3.6085660863648139412	0.2631097605152802685	3.6090433930110725764
12.325	0.002437	3.5868953712529881368	0.2572277443623356712	3.585416822631737626
12.375	0.002557	3.5582413282273456462	0.25158814234009555915	3.559431802630885186
12.425	0.002667	3.5331326812762216985	0.24619756102836982924	3.5330247553183526334
12.475	0.002789	3.5064685485788740196	0.24103590561091871742	3.507235957834530791
12.525	0.002907	3.481765886305101213	0.23609208605168918317	3.4819742683061135388
12.575	0.003031	3.456865033154139388	0.23134971640915633066	3.4581848016689601337
12.625	0.003137	3.4363735282039441275	0.22678482882723298268	3.4363594926424705775
12.675	0.003251	3.4150943109112072201	0.2223770520133716508	3.4152476272599986823
12.725	0.00337	3.3936634440353446996	0.21812437015705763864	3.3936241646546156088
12.775	0.003499	3.3712702082244274079	0.21402510652286278303	3.3714385585699239013
12.825	0.003634	3.3487027315793847753	0.21007753929055903477	3.3486207163148412227
12.875	0.003782	3.324905893516718764	0.20628046188608038501	3.3265751856979803944
12.925	0.003897	3.3070494387425151182	0.20261406973867592496	3.3063767633062972017
12.975	0.004038	3.2858615593513376917	0.19906563855254189972	3.2861908867245062668
13.025	0.00418	3.2652583426686175852	0.19563946216788022496	3.2648726274796537983
13.075	0.004344	3.2423167482403019422	0.19233604425466494966	3.2425512544250499022
13.125	0.004514	3.2194325253784844038	0.18915719099001599004	3.218760067016955075
13.175	0.00472	3.1928302363482912649	0.1861073830297976504	3.194330895828906696
13.225	0.004894	3.171249704130775465	0.18317861934460695813	3.1714284236905366451
13.275	0.005075	3.1496003820177341436	0.18035414417470205802	3.1492444607694382033
13.325	0.005283	3.1256553506852904024	0.17763554346336720315	3.1266152004112379
13.375	0.005472	3.1047014106793689048	0.17501754195693883085	3.104222336436176956
13.425	0.005694	3.0809941061264327889	0.17249568616367227945	3.0813266613101219053
13.475	0.005921	3.0576900487604530983	0.17007134984841985833	3.058362249794934927
13.525	0.006138	3.036233250547163035	0.16773641091502669947	3.0361321590094370074
13.575	0.006376	3.0135553538666564946	0.1654862833761099301	3.0128929198568610238
