# -------------------- First Passage Time (FPT) Distribution from Simulation Trajectory -------------------
# INPUT frame_vs_ext file: "dist_vs_frame.dat"
# INPUT Frame Range: [31550, 160000] | Frame Count: 128450 | Time b/w Frames: 200 fs
# INPUT x_a: 28.2 | x_b: 37.7 | x_bins: 100 | x_bin_size: 0.09500000000000003 | Normalize PDF: True
# -----------------------------------------------
# OUTPUT -> FPT Frame Step: 2500 | FPT samples: 51 | Normalize FPT: True
# -----------------------------------------------
FRAME	TIME	PDF_AREA	FPT
34050	6.81e-09	0.59159987989781281925	0.07051244856249159265
36550	7.310000000000001e-09	0.5090000094502038497	0.0016128259494190193024
39050	7.81e-09	0.63459991847189067826	0.0047236212155803230078
41550	8.310000000000001e-09	0.54259989656008444925	0.07433806054427501123
44050	8.81e-09	0.4578400043749216719	0.06844972305906006316
46550	9.31e-09	0.38363326665492081258	0.060162923094101571395
49050	9.810000000000001e-09	0.32391429428581486327	0.048185735654416435192
51550	1.0310000000000001e-08	0.28590003032737182354	0.03743525198366249744
54050	1.081e-08	0.25866669785804907722	0.033415244583630872417
56550	1.1310000000000002e-08	0.23280002807224409178	0.03140659886704818234
59050	1.1810000000000001e-08	0.21163638915658553041	0.028682941605718645349
61550	1.231e-08	0.1940000233935367524	0.026617750935040229535
64050	1.281e-08	0.17907694467095700008	0.027250490452554706251
66550	1.3310000000000001e-08	0.15952857673704251562	0.025831514037601463315
69050	1.3810000000000001e-08	0.14889333828790635161	0.021850410909224131922
71550	1.431e-08	0.14137500421974225073	0.014577263514783033878
74050	1.4810000000000002e-08	0.15271764643439672549	0.008587198551709336796
76550	1.5310000000000003e-08	0.16329999502631553643	0.008956626199894309393
79050	1.581e-08	0.17352630667245716456	0.008291014606382960496
81550	1.6310000000000002e-08	0.18611998974960980435	0.0
84050	1.6810000000000003e-08	0.22139995694796815728	0.001050860131725029456
86550	1.731e-08	0.23081816765850271533	0.012829930842210786516
89050	1.7810000000000002e-08	0.23050432706420309614	0.0148036796869824715
91550	1.831e-08	0.23395829503110215919	0.014132717215315674089
94050	1.881e-08	0.23567195812020727552	0.010254153710757019042
96550	1.9310000000000002e-08	0.25084610735488527267	0.013336893349590932952
99050	1.981e-08	0.24324439702647762673	0.012827745144287252859
101550	2.031e-08	0.25995708217820578945	0.006224063786702636553
104050	2.0810000000000002e-08	0.2723102707329997929	0.0060309235722614519394
106550	2.131e-08	0.2896065839007931353	0.00971125045526851813
109050	2.181e-08	0.2908386194455035989	0.01180563475320276268
111550	2.2310000000000003e-08	0.3018061555835206966	0.009810662998130072604
114050	2.281e-08	0.30906656492334105835	0.011281968858325682026
116550	2.331e-08	0.31558813250584261123	0.01486454942586016957
119050	2.3810000000000003e-08	0.3120227570909269721	0.0152267278293552896505
121550	2.431e-08	0.31744989975676840555	0.016825309278105201662
124050	2.4810000000000002e-08	0.30905395644509492392	0.014943233871976147029
126550	2.5310000000000003e-08	0.32016832452146143373	0.007585773749045110459
129050	2.581e-08	0.33400503673028048013	0.010623547224037430251
131550	2.6310000000000002e-08	0.33593990942504126096	0.0141463021198015784625
134050	2.6810000000000003e-08	0.33913161713882378212	0.017017487482369598358
136550	2.731e-08	0.33239038775013551863	0.018536949933034986502
139050	2.7810000000000002e-08	0.3309906080922530025	0.016694094902206453612
141550	2.8310000000000003e-08	0.3298180886102513032	0.01568827464489422564
144050	2.881e-08	0.33145768054565272198	0.0145654289522682717335
146550	2.9310000000000002e-08	0.33367815824878244158	0.014722721263806038999
149050	2.981e-08	0.3348424467887169964	0.01371218247439433891
151550	3.0310000000000005e-08	0.34011655447008648512	0.013799756750809763714
154050	3.081e-08	0.3410162124598761224	0.0155412568754134704955
156550	3.131e-08	0.34102788287182217442	0.015451131097545701055
159050	3.1810000000000005e-08	0.3421998814981047632	0.015067143293721548554
