# --------- Imposed PMF (with Highest Ks) for Effect of Ks on PMF_RE -----------
# INPUT TAG: SYMMETRIC_PMF-BARRIER_HIGH | param-file: "symm-barrier_high.params.txt"
# INPUT KbT: 0.59616108
# INPUT Ks: 6.140459124  (10.3000 KbT/[x]^2)
# INPUT fit-params => depth: -0.495, bias: 0.0, x_offset: 0.0, x_scale: 1.0, phi_offset: 0.0, phi_scale: 1.0
# -----------------------------------------------
X	PMF_IM
-1.8008896054020693	-1.5872719805187784914e-16
-1.7818325725406707	0.0028237046312667617512
-1.7627755396792721	0.0121461025724263070764
-1.7437185068178733	0.028665615708435435074
-1.7246614739564747	0.052072056135275419583
-1.7056044410950761	0.08201457254038186642
-1.6865474082336775	0.11810998116561578124
-1.667490375372279	0.15995131464964003343
-1.6484333425108804	0.20711619164073198553
-1.6293763096494818	0.2591746764450111192
-1.610319276788083	0.31569637898436948798
-1.5912622439266844	0.37625663018175691758
-1.5722052110652858	0.44044164761514327045
-1.553148178203887	0.5078526753061821221
-1.5340911453424884	0.5781091360332092626
-1.5150341124810898	0.65085087390721694687
-1.4959770796196912	0.7257395901749118703
-1.4769200467582926	0.8024595877139417922
-1.457863013896894	0.8807179426339558669
-1.4388059810354954	0.9602442168579629338
-1.4197489481740966	1.0407898164477535242
-1.400691915312698	1.1221270883781099754
-1.3816348824512994	1.2040482351868137738
-1.3625778495899008	1.2863641136860631796
-1.343520816728502	1.3689029713660875913
-1.3244637838671034	1.4515091627546817591
-1.3054067510057048	1.5340418780708616941
-1.2863497181443062	1.6163739080797821215
-1.2672926852829076	1.698390462070884835
-1.248235652421509	1.7799880502221104178
-1.2291786195601104	1.861073437132733175
-1.2101215866987116	1.941562669848831112
-1.191064553837313	2.0213801810523689107
-1.1720075209759144	2.100457966200928968
-1.1529504881145156	2.1787348320123758295
-1.133893455253117	2.2561557127756498506
-1.1148364223917184	2.3326710503997083244
-1.0957793895303198	2.4082362337941055125
-1.0767223566689212	2.482811093065211573
-1.0576653238075227	2.55635944403292503
-1.038608290946124	2.6288486787104588054
-1.0195512580847255	2.7002493975821017763
-1.0004942252233266	2.770535079754216164
-0.9814371923619281	2.839681787324720178
-0.9623801595005295	2.9076679005886543737
-0.9433231266391308	2.97447388097457438
-0.9242660937777322	3.040082058877671929
-0.9052090609163335	3.1044764438126600092
-0.8861520280549349	3.167642554552439431
-0.8670949951935363	3.2295672671480265595
-0.8480379623321377	3.2902386789339436927
-0.8289809294707391	3.3496459868160461237
-0.8099238966093403	3.40777937831698197
-0.7908668637479417	3.464629934012158043
-0.7718098308865431	3.520189540135328268
-0.7527527980251445	3.57445081026310244
-0.7336957651637459	3.627407015104963578
-0.7146387323023471	3.6790520195310798467
-0.6955816994409485	3.7293802260636291514
-0.6765246665795499	3.7783865241427578407
-0.6574676337181513	3.826066244552854486
-0.6384106008567527	3.872415118461989691
-0.6193535679953539	3.9174292405875482531
-0.6002965351339553	3.9611050360537606101
-0.5812395022725567	4.003439230555039245
-0.5621824694111581	4.0444288234803804387
-0.5431254365497595	4.0840710636921075394
-0.5240684036883607	4.122363427685647802
-0.5050113708269621	4.15930359988644173
-0.48595433796556353	4.194889454866568977
-0.46689730510416494	4.2291190412872677615
-0.44784027224276635	4.261990567394503228
-0.42878323938136775	4.2935023879129759626
-0.40972620651996894	4.3236529922009901005
-0.39066917365857035	4.352440993543040762
-0.37161214079717175	4.3798651194703109605
-0.35255510793577316	4.4059242030110311976
-0.33349807507437457	4.4306171747829429302
-0.31444104221297575	4.453943055849754705
-0.29538400935157716	4.4759009512716613063
-0.27632697649017857	4.496490044287640529
-0.25726994362878	4.515709591073906077
-0.23821291076738138	4.533558916028951062
-0.2191558779059828	4.5500374075411228144
-0.20009884504458397	4.565144514199558784
-0.18104181218318538	4.578879741413733553
-0.1619847793217868	4.5912426484109645623
-0.1429277464603882	4.602232845584809089
-0.1238707135989896	4.611849992170725073
-0.10481368073759079	4.620093794228431867
-0.0857566478761922	4.6269640029131497852
-0.0666996150147936	4.6324604130206769727
-0.04764258215339501	4.636582861793640467
-0.028585549291996415	4.639331227978590864
-0.0095285164305976	4.640705431125805847
0.009528516430800993	4.6407054311258005438
0.028585549292199586	4.6393312279785718674
0.04764258215359818	4.6365828617936029393
0.06669961501499677	4.6324604130206251075
0.08575664787639559	4.6269640029130851655
0.10481368073779418	4.620093794228352624
0.12387071359919277	4.6118499921706304794
0.14292774646059137	4.6022328455846963
0.16198477932198996	4.5912426484108412
0.18104181218338855	4.578879741413598952
0.20009884504478714	4.5651445141994065656
0.21915587790618574	4.55003740754095399
0.23821291076758433	4.53355891602876857
0.25726994362898337	4.5157095910737076135
0.27632697649038196	4.4964900442874247127
0.29538400935178055	4.47590095127143105
0.31444104221317914	4.4539430558495153754
0.33349807507457774	4.430617174782691561
0.35255510793597633	4.4059242030107632687
0.3716121407973749	4.379865119470026361
0.3906691736587735	4.3524409935427392517
0.4097262065201721	4.3236529922006811076
0.4287832393815707	4.293502387912653386
0.44784027224296974	4.261990567394160572
0.46689730510436833	4.2291190412869073306
0.4859543379657669	4.1948894548661927384
0.5050113708271655	4.159303599886061302
0.5240684036885641	4.1223634276852463842
0.5431254365499627	4.0840710636916872727
0.5621824694113613	4.044428823479956277
0.5812395022727599	4.003439230554607613
0.6002965351341585	3.9611050360532968745
0.6193535679955571	3.9174292405870609543
0.6384106008569557	3.8724151184614995001
0.6574676337183547	3.826066244552342823
0.6765246665797533	3.7783865241422442231
0.6955816994411519	3.7293802260631040086
0.7146387323025505	3.6790520195305448984
0.7336957651639491	3.6274070151044013346
0.7527527980253477	3.5744508102625030866
0.7718098308867463	3.5201895401347395797
0.7908668637481449	3.464629934011565604
0.8099238966095434	3.4077793783163729605
0.828980929470942	3.3496459868154179651
0.8480379623323411	3.2902386789333124446
0.8670949951937397	3.229567267147406324
0.8861520280551383	3.1676425545517561113
0.9052090609165369	3.1044764438119707881
0.9242660937779354	3.0400820588769782782
0.943323126639334	2.9744738809738435572
0.9623801595007326	2.9076679005879609657
0.9814371923621312	2.8396817873240240261
1.0004942252235298	2.7705350797534481508
1.0195512580849284	2.7002493975813214764
1.038608290946327	2.6288486787096700314
1.057665323807726	2.556359444032078599
1.0767223566691246	2.4828110930644884669
1.0957793895305232	2.4082362337933983893
1.1148364223919218	2.3326710503988262904
1.1338934552533204	2.256155712774839556
1.152950488114719	2.1787348320115438938
1.1720075209761176	2.1004579662000924022
1.1910645538375162	2.0213801810515115314
1.2101215866989148	1.9415626698482339899
1.2291786195603134	1.8610734371320944137
1.248235652421712	1.7799880502208251841
1.267292685283111	1.6983904620701976776
1.2863497181445096	1.6163739080789655735
1.3054067510059082	1.5340418780697022197
1.3244637838673068	1.4515091627535753327
1.3435208167287054	1.3689029713654066556
1.362577849590104	1.2863641136857863259
1.3816348824515026	1.2040482351862484122
1.4006919153129012	1.1221270883763035441
1.4197489481742998	1.0407898164448391558
1.4388059810356983	0.9602442168561594008
1.457863013897097	0.88071794263437511423
1.476920046758496	0.80245958771303963516
1.4959770796198946	0.7257395901730419269
1.5150341124812932	0.6508508739094497281
1.5340911453426918	0.5781091360354133767
1.5531481782040903	0.5078526753053707087
1.572205211065489	0.44044164760897282739
1.5912622439268875	0.37625663017980250178
1.6103192767882861	0.31569637898625947572
1.6293763096496847	0.25917467644424884874
1.6484333425110833	0.20711619163892182891
1.6674903753724823	0.15995131464746102125
1.686547408233881	0.11810998116770710575
1.7056044410952795	0.08201457254450333304
1.7246614739566781	0.052072056134068977953
1.7437185068180767	0.028665615706946485051
1.7627755396794753	0.012146102567192968574
1.781832572540874	0.00282370462902150959
1.8008896054022725	1.3027545188448730329e-11
