# -------------- DOUBLE-WELL PMF FIT SAMPLES ----------------
# INPUT pmf file: data_exp/pmf-1.2.csv | x_column: X | pmf_column: PMF
# INPUT Thermal Energy (KbT): 0.59616108
# INPUT Spring constant (Ks): 10
# Double-Well PMF FIT Parameters => depth: -0.4999835186922985 | bias: -4.824871368787481e-06 | x_offset: 106.43509487077031 | x_scale: 0.017487044557603464 | phi_offset: 0.040780081403940634 | phi_scale: 15.189992471021784
# ----------------------------------------
X	PMF
-210.6899682559537	4.8883202260302205
-209.63788589825717	4.570956338334901
-208.58580354056065	4.258205823948409
-207.53372118286413	3.950359788949811
-206.4816388251676	3.6477757456953537
-205.4295564674711	3.3508888098303413
-204.37747410977457	3.060222905939091
-203.32539175207805	2.7764009024872123
-202.27330939438153	2.5001520819734298
-201.221227036685	2.2323147813366835
-200.1691446789885	1.9738315173152756
-199.11706232129197	1.7257336299612795
-198.06497996359542	1.4891127036407508
-197.0128976058989	1.2650770590990938
-195.96081524820238	1.0546936652879166
-194.90873289050586	0.8589188369095816
-193.85665053280934	0.6785245546187962
-192.80456817511282	0.5140301773564401
-191.7524858174163	0.3656504851734742
-190.70040345971978	0.23326947649673344
-189.64832110202326	0.11644511672148027
-188.59623874432674	0.014444386009271407
-187.54415638663022	-0.07369766843983365
-186.4920740289337	-0.1491048746880999
-185.43999167123718	-0.21298377596842388
-184.38790931354066	-0.26655363189304243
-183.33582695584414	-0.3109887004721674
-182.28374459814762	-0.34737548474518065
-181.2316622404511	-0.3766847999688887
-180.17957988275458	-0.3997566999829599
-179.12749752505806	-0.4172954788106339
-178.07541516736154	-0.42987189047421226
-177.02333280966502	-0.4379301047337689
-175.9712504519685	-0.44179748408247776
-174.91916809427198	-0.4416958556737985
-173.86708573657546	-0.43775346600014114
-172.81500337887894	-0.43001720654104064
-171.76292102118242	-0.4184649782942416
-170.7108386634859	-0.40301823071914905
-169.65875630578938	-0.3835547802918823
-168.60667394809286	-0.35992200086848686
