#  ------------- Effect of Ks: Imposed PMF ----------------
# INPUT TAG: SIMULATION-1.2 | param-file: "data_sim/pmf_fit/sp_traj-1.2.params.txt"
# INPUT fit-params => depth: -0.4942281975503514, bias: 0.0056908293472983, x_offset: -20.00496195481475, x_scale: 0.1939353082825816, phi_offset: 0.0529141095212163, phi_scale: 0.4804066547625805
# INPUT KbT: 0.59616108
# INPUT Ks values: [ 4  6  8 10]
# -----------------------------------------------
X	PMF_IM1	PMF_IM2	PMF_IM3	PMF_IM4
13.988486196329854	0.2349427084746618	0.37895970233625054	0.5073867639116965	0.6235213136835687
14.04508024374167	0.201173454649771	0.3312071755438879	0.44790148383326844	0.553736071979765
14.101674291153488	0.17006512362019555	0.2866809329971538	0.392102612304174	0.48803486423833364
14.158268338565305	0.14162187206060572	0.245401277608305	0.34002403362529776	0.42646339537369116
14.214862385977124	0.11584168866024624	0.20738078847724806	0.29169077538763366	0.3690576174852107
14.271456433388941	0.0927165392379159	0.17262437121819607	0.2471189462903851	0.3158435570634337
14.328050480800758	0.07223254350411468	0.14112938095568062	0.20631577747215868	0.26683726942793173
14.384644528212576	0.054370169611221986	0.11288580120364422	0.16927975098673276	0.22204490561787527
14.441238575624393	0.03910443413690068	0.08787646107959235	0.13600079636204176	0.1814628727169172
14.49783262303621	0.02640509751892628	0.06607727391023	0.10646053501954089	0.14507806590699834
14.554426670448027	0.016236847961395018	0.047457482156196384	0.08063255275327474	0.11286814959539848
14.611020717859844	0.008559470177537776	0.03197989651218336	0.058482682382867246	0.084801865771297
14.667614765271662	0.0033279987200978134	0.01960112072976372	0.039969281881886864	0.06083935019215536
14.72420881268348	0.0004928587846873	0.010271757812900795	0.02504349741687717	0.040932440802959213
14.780802860095298	0.0	0.00393659737943608	0.013649505416372776	0.025024967570631773
14.837396907507115	0.0017910306440307444	0.0005347878091859215	0.005724732596203985	0.01305301821771554
14.893990954918932	0.005803360822764336	0.0	0.0012000573798571779	0.004945179685017287
14.95058500233075	0.011970363370980674	0.0022605918880103104	0.0	0.0006227600822752422
15.007179049742566	0.02022156061560887	0.007239784206400035	0.0020429114568969453	0.0
15.063773097154384	0.030482843782376534	0.014855858204481098	0.007241173247937827	0.0029842850468764226
15.120367144566202	0.04267672988360394	0.02502238526668954	0.015501420287511891	0.009476373153583406
15.17696119197802	0.05672265859409498	0.037648496685925625	0.026724798736632138	0.019370650477791074
15.233555239389837	0.0725373291150957	0.052639199451610885	0.04080726868655438	0.032555428712049306
15.290149286801654	0.09003507455187698	0.0698957410497214	0.05763995900277408	0.04891329440117964
15.346743334213471	0.10912826907559481	0.08931602319965748	0.07710957840424326	0.06832151777097062
15.403337381625288	0.1297277612555967	0.11079506142623607	0.09909888332592365	0.0906525248656509
15.459931429037105	0.15174332553979397	0.1342254846124611	0.12348719958817744	0.11577443282326572
15.516525476448923	0.1750841229845923	0.15949806638356723	0.15015099164459356	0.14355164421488587
15.57311952386074	0.19965916200068667	0.18650227846301437	0.17896447042299712	0.1738454928288684
15.629713571272559	0.22537775005359917	0.215126855084248	0.2098002286722891	0.20651493033110802
15.686307618684376	0.25214992787164325	0.2452603571473322	0.24252989137064196	0.2414172410398634
15.742901666096193	0.2798868786804296	0.27679172503513527	0.27702476816102006	0.2784087707053211
15.79949571350801	0.3085013062013955	0.3096108097673902	0.3131564949188581	0.31734565468994047
15.856089760919827	0.33790777652053583	0.34360887336352874	0.3507976523366434	0.35808453125081163
15.912683808331645	0.36802302035676426	0.37867905078340147	0.3898223507093119	0.40048322662275604
15.969277855743462	0.3987661936548368	0.414716767494145	0.43010677178224066	0.44440140014922846
16.02587190315528	0.4300590957287982	0.4516201084550038	0.47152966043565847	0.4897011396480777
16.082465950567098	0.461826345340244	0.48929013601898186	0.5139727609884464	0.5362474993698529
16.139059997978915	0.49399551608009373	0.5276311558401479	0.5573211948904939	0.5839089751574646
16.195654045390732	0.5264972332181874	0.5665509312891173	0.6014637784383585	0.632557913617922
16.25224809280255	0.5592652347900118	0.6059608480795267	0.6462932808214727	0.6820708541658256
16.308842140214367	0.5922364001132645	0.6457760317769448	0.6917066242379919	0.7323288046186911
16.365436187626184	0.6253507491849861	0.6859154215971315	0.7376050289860512	0.7832174525683255
16.422030235038	0.6585514165238819	0.7263018044138541	0.7838941073326828	0.8346273159973516
16.478624282449818	0.6917846030156767	0.7668618132079077	0.8304839105995869	0.8864538375539972
16.535218329861635	0.724999509215881	0.8075258943245376	0.8772889343037931	0.9385974275558437
16.591812377273452	0.7581482533872086	0.8482282478948955	0.9242280863816696	0.9909634611907405
16.64840642468527	0.7911857773189965	0.8889067456479884	0.971224623538915	1.0434622355542724
16.70500047209709	0.8240697427118899	0.9295028301207022	1.0182060606418721	1.096008892145043
16.761594519508904	0.8567604206281965	0.9699613989906899	1.065104057828734	1.148523310269809
16.818188566920725	0.8892205762195959	1.0102306779327164	1.1118542897040475	1.2009299765262025
16.874782614332542	0.9214153506588707	1.0502620850522217	1.1583963006119822	1.2531578351642563
16.93137666174436	0.9533121419290842	1.090010089596279	1.2046733495869697	1.3051401237089237
16.987970709156176	0.9848804858666471	1.1294320672933562	1.2506322481719776	1.3568141977774832
17.044564756567993	1.0160919386182357	1.1684881543388725	1.2962231938902473	1.4081213485693191
17.10115880397981	1.046919961456849	1.2071411017296148	1.3413996017666558	1.4590066160555528
17.157752851391628	1.0773398087106159	1.2453561313608736	1.386117935927592	1.5094186004647026
17.214346898803445	1.1073284193888169	1.283100795038048	1.4303375429691385	1.5593092742557837
