# ------------- PARABOLIC PMF ----------------
# INPUT Spring constant (Ks): 10
# Parameters => x_offset: -20.00496195481475 | x_scale: 0.19393530828258163
# ----------------------------------------
X	PMF
15.66	-4.36270686169862
15.747474747474747	-4.221196387508724
15.834949494949495	-4.0825638362827315
15.922424242424242	-3.946809208020643
16.00989898989899	-3.81393250272246
16.097373737373736	-3.6839337203881812
16.184848484848484	-3.5568128610178067
16.27232323232323	-3.4325699246113373
16.359797979797982	-3.3112049111687663
16.44727272727273	-3.1927178206901057
16.534747474747476	-3.0771086531753493
16.622222222222224	-2.964377408624497
16.70969696969697	-2.8545240870375497
16.797171717171718	-2.7475486884145073
16.884646464646465	-2.643451212755368
16.972121212121213	-2.5422316600601342
17.05959595959596	-2.4438900303288045
17.147070707070707	-2.3484263235613794
17.234545454545454	-2.255840539757859
17.3220202020202	-2.1661326789182422
17.40949494949495	-2.079302741042531
17.496969696969696	-1.9953507261307237
17.584444444444443	-1.914276634182821
17.671919191919194	-1.8360804651988194
17.759393939393938	-1.7607622191787287
17.84686868686869	-1.6883218961225364
17.934343434343436	-1.6187594960302518
18.021818181818183	-1.5520750189018715
18.10929292929293	-1.4882684647373954
18.196767676767678	-1.427339833536824
18.284242424242425	-1.3692891253001571
18.371717171717172	-1.3141163400273947
18.45919191919192	-1.2618214777185368
18.546666666666667	-1.2124045383735833
18.634141414141414	-1.1658655219925342
18.72161616161616	-1.1222044285753896
18.80909090909091	-1.0814212581221496
18.896565656565656	-1.0435160106328139
18.984040404040403	-1.0084886861073827
19.07151515151515	-0.9763392845458561
19.1589898989899	-0.9470678059482327
19.246464646464645	-0.920674250314516
19.333939393939396	-0.8971586176447018
19.421414141414143	-0.8765209079387931
19.50888888888889	-0.8587611211967889
19.596363636363638	-0.8438792574186891
19.683838383838385	-0.8318753166044938
19.771313131313132	-0.822749298754203
19.85878787878788	-0.8165012038678165
19.946262626262627	-0.8131310319453346
20.033737373737374	-0.8126387829867573
20.12121212121212	-0.8150244569920843
20.20868686868687	-0.8202880539613158
20.296161616161616	-0.8284295738944517
20.383636363636363	-0.8394490167914922
20.471111111111114	-0.8533463826524377
20.558585858585857	-0.8701216714772865
20.646060606060608	-0.8897748832660411
20.733535353535352	-0.9123060180186986
20.821010101010103	-0.9377150757352625
20.90848484848485	-0.9660020564157299
20.995959595959597	-0.9971669600601016
21.083434343434345	-1.031209786668378
21.170909090909092	-1.0681305362405586
21.25838383838384	-1.107929208776644
21.345858585858586	-1.1506058042766336
21.433333333333334	-1.196160322740528
21.52080808080808	-1.2445927641683265
21.608282828282828	-1.2959031285600295
21.695757575757575	-1.3500914159156372
21.783232323232326	-1.4071576262351515
21.87070707070707	-1.4671017595185658
21.95818181818182	-1.5299238157658892
22.045656565656564	-1.5956237949771124
22.133131313131315	-1.664201697152245
22.220606060606062	-1.7356575222912793
22.30808080808081	-1.8099912703942183
22.395555555555557	-1.8872029414610618
22.483030303030304	-1.9672925354918096
22.57050505050505	-2.050260052486462
22.6579797979798	-2.1361054924450187
22.745454545454546	-2.22482885536748
22.832929292929293	-2.316430141253846
22.92040404040404	-2.410909350104116
23.007878787878788	-2.508266481918291
23.095353535353535	-2.6085015366963704
23.182828282828282	-2.7116145144383537
23.270303030303033	-2.8176054151442465
23.357777777777777	-2.9264742388140346
23.445252525252528	-3.038220985447736
23.53272727272727	-3.152845655045333
23.620202020202022	-3.2703482476068437
23.70767676767677	-3.390728763132255
23.795151515151517	-3.5139872016215694
23.882626262626264	-3.640123563074789
23.97010101010101	-3.7691378474919133
24.05757575757576	-3.9010300548729413
24.145050505050506	-4.035800185217874
24.232525252525253	-4.173448238526713
24.32	-4.313974214799454
