# ------------------ Sp-PMF_RE ----------------
# INPUT TAG: DEMO-BIAS | param-file: ".params.txt"
# INPUT KbT: 0.59616108
# INPUT Ks: 2.9808054  (5.0000 KbT/[x]^2)
# INPUT fit-params => depth: -0.4, bias: 0.05, x_offset: 0.0, x_scale: 0.1, phi_offset: 0.0, phi_scale: 1.0
# -----------------------------------------------
X	SP	PMF_RE
-14.24426130875608	1.0	-2.9865018822544208226
-14.20906139171954	0.99976508030530886195	-2.986449087624571366
-14.173861474683001	0.9995301190008987202	-2.9862980738964737591
-14.138661557646461	0.9992950802654452236	-2.9860565275574281912
-14.103461640609922	0.9990599284927292878	-2.9857250889250862664
-14.068261723573384	0.99882462827991347343	-2.9853044084533562007
-14.033061806536844	0.9985891444160666097	-2.9847951464666517872
-13.997861889500307	0.99835344187093866264	-2.9841979728965328498
-13.962661972463767	0.998117485783970082	-2.98351356700481002
-13.927462055427227	0.9978812414535386255	-2.9827426171163624825
-13.892262138390688	0.9976446743264313355	-2.9818858203407211792
-13.857062221354148	0.9974077499875413366	-2.9809438822952235822
-13.821862304317609	0.99717043414977901694	-2.9799175168248300764
-13.78666238728107	0.9969326926441972603	-2.9788074457220267265
-13.751462470244531	0.9966944914103222919	-2.9776143984444382793
-13.716262553207992	0.99645579648668702877	-2.9763391118314229723
-13.681062636171454	0.996216574001563715	-2.9749823298212683335
-13.645862719134914	0.99597679016388529494	-2.9735448031629854798
-13.610662802098375	0.99573641125436096466	-2.9720272891374818717
-13.575462885061835	0.9954954036167722453	-2.9704305512678891728
-13.540262968025296	0.99525373364945191046	-2.9687553590372372312
-13.505063050988756	0.9950113677969384396	-2.9670024876027930518
-13.469863133952217	0.9947682725418035554	-2.9651727175155617124
-13.434663216915679	0.9945244143966516237	-2.9632668344365215205
-13.39946329987914	0.9942797598962807015	-2.9612856288517772916
-13.364263382842601	0.994034275590009897	-2.9592298958005506518
-13.329063465806062	0.99378792803416549084	-2.9571004345879952347
-13.293863548769522	0.9935406837847209349	-2.9548980485155632173
-13.258663631732983	0.9932925093900950575	-2.952623544603287049
-13.223463714696443	0.9930433713840955967	-2.950277733316903881
-13.188263797659904	0.9927932362790147236	-2.947861428299621303
-13.153063880623364	0.9925420705588673398	-2.9453754461028163875
-13.117863963586826	0.9922898406727732601	-2.942820605923318291
-13.082664046550287	0.9920365130284795052	-2.9401977293374701125
-13.047464129513749	0.9917820539860197071	-2.9375076400477271351
-13.01226421247721	0.99152642985151140387	-2.934751163620497753
-12.97706429544067	0.99126960687108356396	-2.9319291272390873874
-12.94186437840413	0.9910115512249404457	-2.9290423594508523597
-12.90666446136759	0.99075222902154935767	-2.9260916899224079252
-12.871464544331051	0.990491606291961979	-2.9230779491992941353
-12.836264627294513	0.9902296489842576932	-2.9200019684662503953
-12.801064710257974	0.98996632295811315405	-2.9168645793115792648
-12.765864793221434	0.98970159397949364344	-2.913666613499484976
-12.730664876184896	0.9894354277154664423	-2.9104089027432116133
-12.695464959148357	0.9891677897291337729	-2.9070922784814146505
-12.660265042111817	0.98889864547468431244	-2.9037175716618940915
-12.625065125075277	0.9886279602925605037	-2.9002856125264661093
-12.589865208038738	0.98835569940474354844	-2.8967972304035143616
-12.554665291002198	0.98808182791015208846	-2.8932532535018150304
-12.51946537396566	0.9878063107801544618	-2.8896545087118153093
-12.484265456929121	0.98752911285419409104	-2.8860018214067929426
-12.449065539892583	0.9872501988355252278	-2.8822960152555309858
-12.413865622856044	0.9869695332870606075	-2.8785379120321785505
-12.378665705819504	0.98668708062732835007	-2.8747283314369136591
-12.343465788782964	0.98640280512653744083	-2.8708680909169444423
-12.308265871746425	0.9861166709027523458	-2.866958005494557881
-12.273065954709885	0.98582864191817420885	-2.8629988875981242512
-12.237866037673346	0.98553868197552907393	-2.8589915469000776612
-12.202666120636808	0.98524675471456368836	-2.8549367901576349744
-12.167466203600268	0.98495282360864433446	-2.8508354210569398664
-12.13226628656373	0.98465685196146401914	-2.8466882400682169615
-12.097066369527191	0.984358802903852248	-2.8424960442953270743
-12.061866452490651	0.9840586393906897156	-2.8382596273402572692
-12.026666535454112	0.98375632419792757855	-2.8339797791656182245
-11.991466618417572	0.9834518199197098687	-2.8296572859640344892
-11.956266701381033	0.98314508896559937856	-2.825292930030904687
-11.921066784344493	0.98283609355790579887	-2.8208874896441614804
-11.885866867307955	0.98252479572911943784	-2.8164417389471294662
-11.850666950271416	0.98221115731944441674	-2.8119564478323611147
-11.815467033234878	0.98189513997443655935	-2.8074323818377309166
-11.780267116198338	0.9815767051427429779	-2.8028703020377865962
-11.745067199161799	0.9812558140739441326	-2.7982709649481897608
-11.70986728212526	0.9809324278164993638	-2.7936351224269575593
-11.67466736508872	0.98060650721579234457	-2.7889635215834810318
