# ENERGIES extracted from NAMD .log file(s): [dna_gbis_pcf.log]
# Start Timestep: -1 | End Timestep: -1
# File written on: 2024-06-08 11:54:55.250885
#-----------------------------
#TS 	 TEMP
66300 	 303.8175
66400 	 298.1282
66500 	 295.6278
66600 	 301.1332
66700 	 300.1825
66800 	 302.9030
66900 	 300.0937
67000 	 303.7513
67100 	 301.7144
67200 	 301.0000
67300 	 299.8124
67400 	 296.9939
67500 	 300.5793
67600 	 296.4034
67700 	 297.0396
67800 	 295.9657
67900 	 298.3249
68000 	 303.8659
68100 	 299.0333
68200 	 301.0349
68300 	 306.1368
68400 	 302.6579
68500 	 305.1495
68600 	 299.3761
68700 	 301.4252
68800 	 299.3792
68900 	 301.1079
69000 	 301.8203
69100 	 300.9309
69200 	 298.8435
69300 	 301.1031
69400 	 304.7915
69500 	 301.2320
69600 	 292.0538
69700 	 299.0260
69800 	 299.2645
69900 	 296.9320
70000 	 300.5119
70100 	 304.1590
70200 	 306.8199
70300 	 303.2860
70400 	 296.3784
70500 	 294.5488
70600 	 301.3012
70700 	 301.4392
70800 	 297.7731
70900 	 300.0000
71000 	 297.6846
71100 	 301.0521
71200 	 301.1304
71300 	 300.8544
71400 	 300.6426
71500 	 291.7118
71600 	 300.2535
71700 	 300.8431
71800 	 301.8040
71900 	 297.5246
72000 	 303.2098
72100 	 300.7211
72200 	 299.5037
72300 	 291.5127
72400 	 298.9336
72500 	 302.3000
72600 	 294.0056
72700 	 293.8374
72800 	 299.9091
72900 	 300.0067
73000 	 300.8425
73100 	 300.7737
73200 	 300.8954
73300 	 303.9108
73400 	 301.1126
73500 	 297.2659
73600 	 294.6776
73700 	 301.8236
73800 	 299.9347
73900 	 304.2897
74000 	 296.7345
74100 	 301.0307
74200 	 298.1539
74300 	 296.9276
74400 	 300.9393
74500 	 306.1880
74600 	 292.0396
74700 	 293.4645
74800 	 295.4622
74900 	 292.4788
75000 	 297.4635
75100 	 296.2513
75200 	 297.1348
75300 	 304.8513
75400 	 296.5413
75500 	 293.9955
75600 	 299.5129
75700 	 304.3466
75800 	 303.4773
75900 	 298.2723
76000 	 304.3595
76100 	 301.3798
76200 	 298.9693
76300 	 301.1078
76400 	 303.5749
76500 	 300.0977
76600 	 299.9776
76700 	 298.9937
76800 	 299.7299
76900 	 304.4406
77000 	 298.9559
77100 	 302.3493
77200 	 304.7149
77300 	 301.1963
77400 	 298.9693
77500 	 302.3743
77600 	 307.4772
77700 	 300.4477
77800 	 305.1235
77900 	 298.9512
78000 	 303.8826
78100 	 304.5041
78200 	 301.4067
78300 	 293.2443
78400 	 302.4464
78500 	 297.6979
78600 	 297.0652
78700 	 303.6052
78800 	 295.4316
78900 	 293.0778
79000 	 302.1583
79100 	 298.1933
79200 	 302.2535
79300 	 297.9147
79400 	 301.9098
79500 	 294.2568
79600 	 295.0707
79700 	 301.6026
79800 	 297.7811
79900 	 301.6921
80000 	 303.9424
80100 	 296.3468
80200 	 297.4161
80300 	 304.1358
80400 	 293.3207
80500 	 302.1349
80600 	 295.2670
80700 	 296.8140
80800 	 296.6421
80900 	 305.4862
81000 	 302.1751
81100 	 295.8257
81200 	 291.0659
81300 	 295.1298
81400 	 303.3725
81500 	 299.8821
81600 	 300.9287
81700 	 303.8609
81800 	 303.0546
81900 	 304.5176
82000 	 302.1081
82100 	 293.9691
82200 	 301.5937
82300 	 300.5519
82400 	 300.1600
82500 	 296.2702
82600 	 297.0971
82700 	 301.5521
82800 	 301.7899
82900 	 298.1054
83000 	 294.3327
83100 	 301.9091
83200 	 299.2687
83300 	 301.5119
83400 	 292.7233
83500 	 294.1474
83600 	 302.1046
83700 	 301.8387
83800 	 301.8448
83900 	 297.8563
84000 	 299.0839
84100 	 298.5364
84200 	 299.2737
84300 	 299.8271
84400 	 301.2923
84500 	 299.6150
84600 	 298.0465
84700 	 304.1342
84800 	 302.7550
84900 	 297.7889
85000 	 299.0984
85100 	 299.2409
85200 	 303.0069
85300 	 302.7137
85400 	 300.9769
85500 	 306.9818
85600 	 293.9856
85700 	 295.4954
85800 	 298.5868
85900 	 300.2189
86000 	 306.3780
86100 	 305.1187
86200 	 298.6688
86300 	 305.3187
86400 	 300.9712
86500 	 299.4015
86600 	 299.8858
86700 	 299.2621
86800 	 301.1120
86900 	 297.7413
87000 	 304.7426
87100 	 299.8080
87200 	 304.3318
87300 	 304.5900
87400 	 304.3811
87500 	 304.7119
87600 	 303.8433
87700 	 297.7803
87800 	 301.2288
87900 	 292.9082
88000 	 309.5798
88100 	 300.1908
88200 	 301.5693
88300 	 306.9593
88400 	 297.0424
88500 	 304.1962
88600 	 298.4024
88700 	 297.0540
88800 	 298.1053
88900 	 304.3078
89000 	 293.6756
89100 	 301.3286
89200 	 303.8784
89300 	 303.7557
89400 	 292.9138
89500 	 303.2745
89600 	 301.3007
89700 	 298.3191
89800 	 301.3574
89900 	 309.0508
90000 	 301.0000
90100 	 300.8584
90200 	 301.6031
90300 	 302.2639
90400 	 294.6158
90500 	 299.2823
90600 	 297.8164
90700 	 299.1217
90800 	 294.9140
90900 	 295.9439
91000 	 300.0207
91100 	 298.9858
91200 	 300.0176
91300 	 304.1697
91400 	 298.7251
91500 	 298.0503
91600 	 304.0908
91700 	 295.6984
91800 	 303.6591
91900 	 297.9245
92000 	 298.0295
92100 	 300.0799
92200 	 303.7362
92300 	 296.5924
92400 	 302.6489
92500 	 298.0653
92600 	 293.9284
92700 	 296.4107
92800 	 295.6984
92900 	 304.9733
93000 	 294.7828
93100 	 304.1273
93200 	 296.8486
93300 	 301.3125
93400 	 299.5553
93500 	 303.8847
93600 	 297.1416
93700 	 301.7740
93800 	 294.7996
93900 	 299.3379
94000 	 297.6326
94100 	 296.1570
94200 	 301.0714
94300 	 300.4588
94400 	 296.3705
94500 	 299.0435
94600 	 302.1520
94700 	 302.3209
94800 	 304.0516
94900 	 303.6694
95000 	 299.4473
95100 	 293.9761
95200 	 303.9250
95300 	 302.5703
95400 	 299.1086
95500 	 302.4695
95600 	 299.2505
95700 	 299.6938
95800 	 298.8812
95900 	 298.8560
96000 	 295.4472
96100 	 302.1373
96200 	 294.0504
96300 	 299.7600
96400 	 298.6991
96500 	 295.6507
96600 	 293.5511
96700 	 305.3772
96800 	 304.2516
96900 	 299.1736
97000 	 291.8840
97100 	 298.9486
97200 	 302.4003
97300 	 301.5007
97400 	 298.3672
97500 	 300.4985
97600 	 303.9878
97700 	 304.0644
97800 	 305.0206
97900 	 302.8936
98000 	 293.6781
98100 	 306.4846
98200 	 303.0409
98300 	 303.4580
98400 	 302.4892
98500 	 306.9000
98600 	 300.6150
98700 	 301.2367
98800 	 298.3973
98900 	 299.0874
99000 	 297.2896
99100 	 304.4468
99200 	 298.0045
99300 	 303.1489
99400 	 302.5613
99500 	 299.8710
99600 	 297.8496
99700 	 295.8278
99800 	 295.9386
99900 	 294.4976
100000 	 299.8135
100100 	 302.7817
100200 	 300.5505
100300 	 302.9817
100400 	 301.5931
100500 	 303.0328
100600 	 302.1754
100700 	 299.5360
100800 	 301.3729
100900 	 297.6696
101000 	 295.8998
101100 	 298.0895
101200 	 291.6332
101300 	 304.2636
101400 	 296.3341
101500 	 297.8714
101600 	 304.5018
101700 	 299.6361
101800 	 298.2904
101900 	 306.7666
102000 	 299.7129
102100 	 300.0039
102200 	 307.1762
102300 	 301.3849
102400 	 311.6122
102500 	 302.7462
102600 	 297.9517
102700 	 299.9338
102800 	 300.2730
102900 	 297.1344
103000 	 297.2272
103100 	 306.3327
103200 	 297.4330
103300 	 296.1449
103400 	 303.0963
103500 	 293.0829
103600 	 304.4428
103700 	 303.5264
103800 	 301.1504
103900 	 295.7267
104000 	 300.6269
104100 	 302.1652
104200 	 294.3549
104300 	 298.3761
104400 	 294.3795
104500 	 307.8657
104600 	 297.1486
104700 	 307.6964
104800 	 299.3030
104900 	 299.7899
105000 	 297.4983
105100 	 302.6243
105200 	 302.9772
105300 	 303.0173
105400 	 299.9353
105500 	 304.6962
105600 	 301.7562
105700 	 300.7763
105800 	 299.0786
105900 	 303.0252
106000 	 299.2525
106100 	 297.5476
106200 	 304.4461
106300 	 304.0476
106400 	 303.8892
106500 	 304.7753
106600 	 298.0105
106700 	 301.0202
106800 	 301.1813
106900 	 306.6269
107000 	 294.6250
107100 	 303.6393
107200 	 300.4484
107300 	 301.6232
107400 	 297.5534
107500 	 293.7829
107600 	 297.2245
107700 	 304.6330
107800 	 290.6488
107900 	 304.1660
108000 	 301.0399
108100 	 306.2537
108200 	 302.9809
108300 	 298.7932
108400 	 303.8139
108500 	 303.7875
108600 	 302.8255
108700 	 300.1436
108800 	 302.7715
108900 	 296.0843
109000 	 297.1849
109100 	 300.0725
109200 	 305.5692
109300 	 300.8434
109400 	 302.4316
109500 	 293.2868
109600 	 301.3092
109700 	 301.5498
109800 	 299.3892
109900 	 305.7811
110000 	 296.7996
110100 	 304.5639
110200 	 302.1651
110300 	 300.2176
110400 	 296.8605
110500 	 297.3024
110600 	 301.6850
110700 	 292.9694
110800 	 298.6635
110900 	 302.4198
111000 	 301.0238
111100 	 303.1172
111200 	 299.4271
111300 	 294.9792
111400 	 296.3403
111500 	 297.9712
111600 	 296.7433
111700 	 293.4410
111800 	 300.2332
111900 	 300.1877
112000 	 302.6146
112100 	 301.1812
112200 	 298.8860
112300 	 299.5444
112400 	 297.9249
112500 	 298.5917
112600 	 302.6264
112700 	 296.9571
112800 	 303.2644
112900 	 297.2138
113000 	 304.2448
113100 	 293.2070
113200 	 300.1905
113300 	 298.6445
113400 	 301.9025
113500 	 305.0107
113600 	 298.4983
113700 	 300.8337
113800 	 300.0851
113900 	 297.0741
114000 	 293.5840
114100 	 301.9349
114200 	 302.3501
114300 	 299.5796
114400 	 295.5866
114500 	 300.1393
114600 	 298.0755
114700 	 299.5223
114800 	 297.6138
114900 	 298.0681
115000 	 303.9079
115100 	 296.4957
115200 	 302.1242
115300 	 294.8301
115400 	 299.0074
115500 	 295.7726
115600 	 302.3505
115700 	 293.4503
115800 	 296.2902
115900 	 299.5436
116000 	 304.7072
116100 	 297.4849
116200 	 301.5943
116300 	 298.5343
116400 	 307.4285
116500 	 294.7890
116600 	 294.4296
116700 	 293.0265
116800 	 301.5647
116900 	 298.5211
117000 	 302.2209
117100 	 297.5652
117200 	 303.7264
117300 	 301.1985
117400 	 307.8875
117500 	 302.5253
117600 	 296.7534
117700 	 300.4882
117800 	 298.4727
117900 	 302.7509
118000 	 297.0804
118100 	 301.4268
118200 	 300.0293
118300 	 307.6508
118400 	 302.1849
118500 	 295.9237
118600 	 303.1163
118700 	 297.0316
118800 	 298.1930
118900 	 299.9305
119000 	 300.7919
119100 	 302.1216
119200 	 296.6427
119300 	 303.0808
119400 	 293.2713
119500 	 297.1352
119600 	 300.7245
119700 	 298.7692
119800 	 301.1066
119900 	 300.4918
120000 	 295.9024
120100 	 299.3850
120200 	 299.9382
120300 	 302.7566
120400 	 308.3341
120500 	 297.0533
120600 	 300.1013
120700 	 302.6613
120800 	 297.6528
120900 	 298.6525
121000 	 302.1667
121100 	 295.9509
121200 	 300.6068
121300 	 291.8050
121400 	 300.9617
121500 	 298.0409
121600 	 298.4913
121700 	 301.6903
121800 	 303.3498
121900 	 303.9948
122000 	 290.4008
122100 	 304.3673
122200 	 295.7346
122300 	 303.4712
122400 	 293.0217
122500 	 296.9546
122600 	 304.3124
122700 	 302.6317
122800 	 297.3099
122900 	 304.4677
123000 	 304.4557
123100 	 299.5886
123200 	 302.2318
123300 	 303.3326
123400 	 297.6926
123500 	 304.1997
123600 	 301.4667
123700 	 303.8376
123800 	 296.5163
123900 	 305.0468
124000 	 304.5992
124100 	 303.0646
124200 	 298.6631
124300 	 300.5878
124400 	 299.4857
124500 	 300.6789
124600 	 302.9610
124700 	 300.9568
124800 	 303.3558
124900 	 298.1029
125000 	 296.4427
125100 	 299.9213
125200 	 304.4398
125300 	 296.5286
125400 	 292.3651
125500 	 299.8316
125600 	 303.1760
125700 	 308.3794
125800 	 299.7335
125900 	 307.0146
126000 	 296.4734
126100 	 307.1769
126200 	 302.1812
126300 	 296.9625
126400 	 304.0520
126500 	 300.1083
126600 	 299.1664
126700 	 299.6742
126800 	 299.6587
126900 	 296.9836
127000 	 296.3313
127100 	 301.9519
127200 	 295.9108
127300 	 299.3703
127400 	 301.6466
127500 	 304.6765
127600 	 295.0304
127700 	 302.7410
127800 	 301.3413
127900 	 295.9906
128000 	 298.8469
128100 	 301.5373
128200 	 291.8109
128300 	 299.1364
128400 	 297.5282
128500 	 300.5388
128600 	 300.7973
128700 	 300.1231
128800 	 298.0751
128900 	 298.1094
129000 	 294.8321
129100 	 298.8036
129200 	 300.9428
129300 	 298.1952
129400 	 291.4363
129500 	 302.1509
129600 	 299.4240
129700 	 301.9176
129800 	 302.1611
129900 	 302.5988
130000 	 298.2808
130100 	 305.3679
130200 	 299.8828
130300 	 299.6816
130400 	 302.9300
130500 	 298.8586
130600 	 305.3169
130700 	 298.8691
130800 	 301.6205
130900 	 296.6018
131000 	 305.7416
131100 	 298.5156
131200 	 301.0685
131300 	 296.8456
131400 	 298.0423
131500 	 301.8552
131600 	 298.6273
131700 	 295.1522
131800 	 302.7678
131900 	 303.7262
132000 	 300.1926
132100 	 299.0698
132200 	 305.9869
132300 	 301.1390
132400 	 302.2652
132500 	 302.4496
132600 	 302.1900
132700 	 292.4515
132800 	 300.4701
132900 	 301.9460
133000 	 301.0162
133100 	 299.9904
133200 	 303.2780
133300 	 297.7159
133400 	 296.4383
133500 	 300.6810
133600 	 303.9201
133700 	 298.1558
133800 	 294.5180
133900 	 303.1860
134000 	 298.4571
134100 	 300.8407
134200 	 297.5983
134300 	 302.3513
134400 	 301.0385
134500 	 303.0173
134600 	 299.4663
134700 	 295.7552
134800 	 304.6174
134900 	 297.7874
135000 	 304.8926
135100 	 301.1984
135200 	 295.8781
135300 	 299.9958
135400 	 303.0327
