# --------- Imposed PMF (with Highest Ks) for Effect of Ks on PMF_RE -----------
# INPUT TAG: DEMO-SYMMETRIC | param-file: "results-theory/demo/demo-symm.params.txt"
# INPUT KbT: 0.59616108
# INPUT Ks: 2.9808054  (5.0000 KbT/[x]^2)
# INPUT fit-params => depth: -0.44, bias: 0.0, x_offset: 0.0, x_scale: 0.1, phi_offset: 0.0, phi_scale: 1.0
# -----------------------------------------------
X	PMF_IM
-17.123064014949847	-0.1005215708124994
-17.088783606511505	-0.11444159284976274
-17.054503198073167	-0.1282984839324252
-17.020222789634825	-0.14209179648283968
-16.985942381196484	-0.1558210772002047
-16.951661972758142	-0.1694858670738501
-16.917381564319804	-0.18308570140036337
-16.883101155881462	-0.19662010980470723
-16.84882074744312	-0.21008861626541775
-16.814540339004783	-0.22349073914404327
-16.78025993056644	-0.23682599121894146
-16.7459795221281	-0.25009387972352953
-16.71169911368976	-0.2632939063891694
-16.67741870525142	-0.27642556749276903
-16.643138296813078	-0.28948835390923944
-16.608857888374736	-0.30248175116893794
-16.574577479936398	-0.3154052395202128
-16.540297071498056	-0.32825829399718714
-16.506016663059714	-0.3410403844928695
-16.471736254621376	-0.3537509758377524
-16.437455846183035	-0.3663895278840022
-16.403175437744693	-0.37895549559532776
-16.368895029306355	-0.3914483291426907
-16.334614620868013	-0.4038674740059277
-16.30033421242967	-0.41621237108141057
-16.26605380399133	-0.4284824567958501
-16.23177339555299	-0.4406771632263336
-16.19749298711465	-0.452795918226704
-16.16321257867631	-0.4648381455603613
-16.12893217023797	-0.4768032650395864
-16.09465176179963	-0.48869069267146853
-16.060371353361287	-0.5004998408105024
-16.02609094492295	-0.5122301183179336
-15.991810536484607	-0.5238809307279427
-15.957530128046265	-0.5354516804206688
-15.923249719607925	-0.5469417668022006
-15.888969311169586	-0.5583505864915105
-15.854688902731244	-0.5696775335144318
-15.820408494292904	-0.5809219995046581
-15.786128085854562	-0.592083373911825
-15.751847677416222	-0.6031610442166672
-15.71756726897788	-0.6141543961532723
-15.68328686053954	-0.6250628139384032
