# ------------------ First Passage Time Distribution (Theory) -----------------
TIME	FPTD
7.4058334e-09	0.0
7.495107395959596e-09	0.020426451
7.584381391919193e-09	0.034297179
7.673655387878789e-09	0.044186118
7.762929383838385e-09	0.052033368
7.85220337979798e-09	0.05824385
7.941477375757576e-09	0.0631315
8.030751371717172e-09	0.066941341
8.120025367676769e-09	0.069865418
8.209299363636363e-09	0.072054741
8.29857335959596e-09	0.073628423
8.387847355555556e-09	0.074760368
8.477121351515152e-09	0.07532545
8.566395347474748e-09	0.075510082
8.655669343434344e-09	0.0753624
8.74494333939394e-09	0.074922227
8.834217335353537e-09	0.074223205
8.923491331313133e-09	0.073294359
9.012765327272728e-09	0.072161373
9.102039323232324e-09	0.070706959
9.19131331919192e-09	0.06921875
9.280587315151515e-09	0.06759315
9.369861311111113e-09	0.065849195
9.459135307070707e-09	0.064005118
9.548409303030305e-09	0.062078436
9.6376832989899e-09	0.060085982
9.726957294949495e-09	0.058043882
9.81623129090909e-09	0.05575855
9.905505286868687e-09	0.053661236
9.994779282828283e-09	0.051559177
1.008405327878788e-08	0.049464986
1.0173327274747476e-08	0.047390259
1.0262601270707072e-08	0.04534554
1.0351875266666668e-08	0.04334029
1.0441149262626265e-08	0.041382862
1.053042325858586e-08	0.039293556
1.0619697254545455e-08	0.037458888
1.0708971250505052e-08	0.035691054
1.0798245246464648e-08	0.033994067
1.0887519242424244e-08	0.03237099
1.0976793238383839e-08	0.030823994
1.1066067234343437e-08	0.029354425
1.1155341230303031e-08	0.027962879
1.124461522626263e-08	0.026522175
1.1333889222222222e-08	0.025293484
1.142316321818182e-08	0.024140678
1.1512437214141415e-08	0.023062043
1.1601711210101013e-08	0.022055483
1.1690985206060607e-08	0.021118589
1.1780259202020204e-08	0.020248698
1.18695331979798e-08	0.019442954
1.1958807193939396e-08	0.018627143
1.204808118989899e-08	0.017946233
1.2137355185858587e-08	0.01731991
1.2226629181818183e-08	0.016745011
1.231590317777778e-08	0.01621839
1.2405177173737376e-08	0.015736949
1.2494451169696972e-08	0.015297657
1.2583725165656568e-08	0.014897574
1.2672999161616163e-08	0.014499383
1.2762273157575759e-08	0.014172535
1.2851547153535354e-08	0.013876484
1.2940821149494952e-08	0.013608773
1.3030095145454546e-08	0.013367081
1.3119369141414144e-08	0.013149225
1.3208643137373739e-08	0.012953156
1.3297917133333337e-08	0.012776958
1.3387191129292931e-08	0.012603969
1.3476465125252529e-08	0.012463851
1.3565739121212122e-08	0.012338489
1.3655013117171718e-08	0.01222648
1.3744287113131315e-08	0.012126533
1.3833561109090911e-08	0.012037465
1.3922835105050507e-08	0.011958191
1.4012109101010103e-08	0.01188772
1.41013830969697e-08	0.011819297
1.4190657092929296e-08	0.011764474
1.427993108888889e-08	0.011715916
1.4369205084848487e-08	0.011672956
1.4458479080808083e-08	0.011634989
1.4547753076767678e-08	0.011601471
1.4637027072727276e-08	0.011571912
1.472630106868687e-08	0.011545871
1.4815575064646468e-08	0.011520818
1.4904849060606063e-08	0.011500925
1.499412305656566e-08	0.011483453
1.5083397052525255e-08	0.011468121
1.517267104848485e-08	0.011454681
1.5261945044444448e-08	0.011442908
1.5351219040404044e-08	0.011432606
1.5440493036363637e-08	0.011423599
1.5529767032323236e-08	0.011415
1.561904102828283e-08	0.011408224
1.570831502424243e-08	0.011402315
1.5797589020202022e-08	0.011397165
1.588686301616162e-08	0.011392682
1.5976137012121214e-08	0.011388781
1.606541100808081e-08	0.01138539
1.6154685004040407e-08	0.011382445
1.6243959e-08	0.011379887
1.6333232995959593e-08	0.011377329
1.64226940769078e-08	0.011379916572254335
1.6512155157856014e-08	0.01138250414450867
1.6601616238804223e-08	0.011385091716763005
1.6691077319752435e-08	0.01138767928901734
1.6780538400700643e-08	0.011390266861271675
1.6869999481648856e-08	0.01139285443352601
1.6959460562597064e-08	0.011395442005780345
1.7048921643545276e-08	0.01139802957803468
1.7138382724493485e-08	0.011400617150289016
1.7227843805441697e-08	0.01140320472254335
1.7317304886389906e-08	0.011405792294797686
1.7406765967338118e-08	0.01140837986705202
1.7496227048286327e-08	0.011410967439306354
1.758568812923454e-08	0.01141355501156069
1.7675149210182748e-08	0.011416142583815025
1.776461029113096e-08	0.01141873015606936
1.785407137207917e-08	0.011421317728323695
1.794353245302738e-08	0.01142390530057803
1.803299353397559e-08	0.011426492872832365
1.8122454614923802e-08	0.0114290804450867
1.821191569587201e-08	0.011431668017341036
1.8301376776820223e-08	0.01143425558959537
1.839083785776843e-08	0.011436843161849704
1.8480298938716644e-08	0.01143943073410404
1.8569760019664852e-08	0.011442018306358374
1.8659221100613064e-08	0.01144460587861271
1.8748682181561273e-08	0.011447193450867045
1.8838143262509485e-08	0.011449781023121379
1.8927604343457694e-08	0.011452368595375715
1.9017065424405906e-08	0.01145495616763005
1.9106526505354115e-08	0.011457543739884385
1.9195987586302327e-08	0.01146013131213872
1.9285448667250536e-08	0.011462718884393056
1.9374909748198748e-08	0.01146530645664739
1.9464370829146957e-08	0.011467894028901724
1.955383191009517e-08	0.01147048160115606
1.9643292991043378e-08	0.011473069173410394
1.973275407199159e-08	0.01147565674566473
1.98222151529398e-08	0.011478244317919065
1.991167623388801e-08	0.011480831890173399
2.000113731483622e-08	0.011483419462427735
2.009059839578443e-08	0.01148600703468207
2.018005947673264e-08	0.011488594606936405
2.0269520557680852e-08	0.01149118217919074
2.035898163862906e-08	0.011493769751445074
2.0448442719577273e-08	0.01149635732369941
2.0537903800525482e-08	0.011498944895953744
2.0627364881473694e-08	0.01150153246820808
2.0716825962421903e-08	0.011504120040462414
2.0806287043370115e-08	0.01150670761271675
2.0895748124318324e-08	0.011509295184971085
2.0985209205266536e-08	0.011511882757225419
2.1074670286214745e-08	0.011514470329479755
2.1164131367162957e-08	0.011517057901734089
2.1253592448111166e-08	0.011519645473988425
2.1343053529059378e-08	0.01152223304624276
2.1432514610007587e-08	0.011524820618497094
2.15219756909558e-08	0.01152740819075143
2.1611436771904007e-08	0.011529995763005764
2.170089785285222e-08	0.0115325833352601
2.179035893380043e-08	0.011535170907514434
2.187982001474864e-08	0.011537758479768769
2.196928109569685e-08	0.011540346052023105
2.205874217664506e-08	0.011542933624277439
2.214820325759327e-08	0.011545521196531775
2.2237664338541482e-08	0.011548108768786109
2.232712541948969e-08	0.011550696341040445
2.2416586500437903e-08	0.01155328391329478
2.2506047581386112e-08	0.011555871485549114
2.2595508662334324e-08	0.01155845905780345
2.2684969743282533e-08	0.011561046630057784
2.2774430824230745e-08	0.01156363420231212
2.2863891905178954e-08	0.011566221774566454
2.2953352986127166e-08	0.011568809346820788
2.3042814067075375e-08	0.011571396919075124
2.3132275148023587e-08	0.011573984491329459
2.3221736228971796e-08	0.011576572063583795
2.3311197309920008e-08	0.011579159635838129
2.3400658390868216e-08	0.011581747208092463
2.349011947181643e-08	0.0115843347803468
2.3579580552764637e-08	0.011586922352601134
2.366904163371285e-08	0.01158950992485547
2.3758502714661058e-08	0.011592097497109804
2.3847963795609267e-08	0.011594685069364138
2.393742487655748e-08	0.011597272641618474
2.402688595750569e-08	0.011599860213872808
2.41163470384539e-08	0.011602447786127144
2.420580811940211e-08	0.011605035358381479
2.429526920035032e-08	0.011607622930635815
2.4384730281298533e-08	0.011610210502890149
2.4474191362246742e-08	0.011612798075144483
2.456365244319495e-08	0.01161538564739882
2.4653113524143163e-08	0.011617973219653153
2.4742574605091375e-08	0.01162056079190749
2.4832035686039584e-08	0.011623148364161824
2.4921496766987792e-08	0.011625735936416158
2.5010957847936004e-08	0.011628323508670494
2.5100418928884217e-08	0.011630911080924828
2.5189880009832425e-08	0.011633498653179164
2.5279341090780634e-08	0.011636086225433499
2.5368802171728846e-08	0.011638673797687833
2.5458263252677058e-08	0.011641261369942169
2.5547724333625267e-08	0.011643848942196503
2.5637185414573476e-08	0.01164643651445084
2.5726646495521688e-08	0.011649024086705173
2.58161075764699e-08	0.011651611658959508
2.590556865741811e-08	0.011654199231213844
2.5995029738366318e-08	0.011656786803468178
2.608449081931453e-08	0.011659374375722514
2.6173951900262742e-08	0.011661961947976848
2.626341298121095e-08	0.011664549520231184
2.635287406215916e-08	0.011667137092485519
2.644233514310737e-08	0.011669724664739853
2.6531796224055584e-08	0.011672312236994189
2.6621257305003792e-08	0.011674899809248523
2.6710718385952e-08	0.011677487381502859
2.6800179466900213e-08	0.011680074953757193
2.6889640547848425e-08	0.011682662526011528
2.6979101628796634e-08	0.011685250098265864
2.7068562709744843e-08	0.011687837670520198
2.7158023790693055e-08	0.011690425242774534
2.7247484871641267e-08	0.011693012815028868
2.7336945952589476e-08	0.011695600387283202
2.7426407033537685e-08	0.011698187959537538
2.7515868114485897e-08	0.011700775531791873
2.760532919543411e-08	0.011703363104046209
2.7694790276382318e-08	0.011705950676300543
2.7784251357330527e-08	0.011708538248554879
2.787371243827874e-08	0.011711125820809213
2.796317351922695e-08	0.011713713393063548
2.805263460017516e-08	0.011716300965317884
2.814209568112337e-08	0.011718888537572218
2.823155676207158e-08	0.011721476109826554
2.8321017843019793e-08	0.011724063682080888
2.8410478923968e-08	0.011726651254335222
2.849994000491621e-08	0.011729238826589558
2.8589401085864422e-08	0.011731826398843893
2.8678862166812634e-08	0.011734413971098229
2.8768323247760843e-08	0.011737001543352563
2.8857784328709052e-08	0.011739589115606897
2.8947245409657264e-08	0.011742176687861233
2.9036706490605476e-08	0.011744764260115568
2.9126167571553685e-08	0.011747351832369904
2.9215628652501894e-08	0.011749939404624238
2.9305089733450106e-08	0.011752526976878574
2.9394550814398318e-08	0.011755114549132908
2.9484011895346527e-08	0.011757702121387242
2.9573472976294736e-08	0.011760289693641578
2.9662934057242948e-08	0.011762877265895913
2.975239513819116e-08	0.011765464838150249
2.9841856219139365e-08	0.011768052410404583
2.993131730008758e-08	0.011770639982658917
3.002077838103579e-08	0.011773227554913253
3.0110239461984e-08	0.011775815127167587
3.0199700542932214e-08	0.011778402699421923
3.028916162388042e-08	0.011780990271676258
3.037862270482863e-08	0.011783577843930592
3.046808378577684e-08	0.011786165416184928
3.055754486672505e-08	0.011788752988439262
3.064700594767326e-08	0.011791340560693598
3.073646702862147e-08	0.011793928132947933
3.0825928109569685e-08	0.011796515705202269
3.09153891905179e-08	0.011799103277456603
3.10048502714661e-08	0.011801690849710937
3.1094311352414315e-08	0.011804278421965273
3.118377243336253e-08	0.011806865994219607
3.127323351431073e-08	0.011809453566473943
3.1362694595258944e-08	0.011812041138728278
3.1452155676207157e-08	0.011814628710982612
3.154161675715537e-08	0.011817216283236948
3.163107783810358e-08	0.011819803855491282
3.1720538919051786e-08	0.011822391427745618
3.181e-08	0.011824978999999953

