X	SP
-94.43429995721625	0.9846878678717099
-86.07954190291012	0.9693757357434196
-77.26063449656019	0.9540636036151293
-69.83418510598706	0.9399293433576621
-64.03225346774461	0.924617211229372
-57.534132660195155	0.9081272325043098
-50.57180274272978	0.889281510037602
-44.76991094306871	0.8633686827162114
-40.59253689573832	0.8421672670559595
-35.7189238808742	0.815076542589695
-31.773629489388384	0.7820966104136217
-27.828315178611902	0.7502944742862184
-24.579259754659844	0.7184923887069171
-21.794323803815544	0.6808009943216031
-18.3131887240189	0.646643165000656
-15.7603324290192	0.608951770615342
-13.207476134019515	0.5630153742304714
-11.582958381688826	0.5265018011678785
-9.494281317668992	0.4994111525237669
-7.405584334358437	0.46407545133199685
-5.548967006892497	0.43227331520459356
-3.460289942872649	0.40400479468965894
-1.3715730402714144	0.3710247361433309
1.4133230719914849	0.33922260001592774
3.966159447700491	0.310954130049095
6.751075479254084	0.2815077376633377
10.000150822496835	0.25323921714840314
13.017146509895028	0.22497059553726476
16.962460820671495	0.19552420315150737
20.907755212157312	0.17314494089448348
25.0851292594877	0.1531214223791056
29.03046348955489	0.13192003199290464
33.43989727343917	0.11543002799379155
38.54557002485721	0.10247363960714735
43.41918303972129	0.09069492089891815
47.59655708705169	0.07891650547930054
52.93434933289568	0.06713788786727526
57.57584285333384	0.05653724322227676
62.217376212353386	0.04829224122272021
67.32306888306213	0.038869367352340624
72.89290094616929	0.028268621611138193
78.23069319201328	0.017667976966139875
82.8722265510328	0.011778718708229202
