X	PMF
-124.6368003437598	0.122844669727602
-120.81513724152408	-0.20408234752061905
-118.26737550733	-0.5502404871518429
-115.4011384311255	-0.877167504400064
-112.21642601291065	-1.1592222695568921
-109.35016160211327	-1.4284561947578176
-106.80241353521566	-1.7169212423417433
-103.29922577499032	-1.9925657250714726
-100.11449968947898	-2.313082322341743
-97.88522696459182	-2.6079577899036206
-93.74510218764208	-2.8643712878012026
-89.9234254181099	-3.127194930575029
-87.05720200920189	-3.3451467339100214
-82.28014021552775	-3.5695081319178454
-77.18460307984319	-3.800280225005327
-70.17824122668901	-3.960539073843876
-60.94256564675828	-4.031052042991102
-49.47761734194043	-3.89643487406436
-41.19736778804099	-3.6528422161226812
-34.50944027500783	-3.3643771685387556
-26.54769339771173	-3.127194930575029
-17.948968501801858	-2.8515504478452987
-10.624144973933696	-2.5951372250494242
-4.573195479514311	-2.4541101863481445
4.344032092998887	-2.383596116794089
14.535106364367984	-2.473340896078585
22.17837789965362	-2.6271887747357683
27.59243137923797	-2.806678608406465
35.23570291452366	-2.986167616772041
43.5159524684231	-3.1528363353851288
53.07007605577133	-3.32591519887446
64.53507902977503	-3.3836087035743176
75.04457397396871	-3.2425808395679168
83.6432988698786	-3.0374501512905328
90.64967439032928	-2.787447073370904
95.10830184388232	-2.531033850575029
99.88532263566704	-2.287441192633351
103.38855139778175	-1.960514175385129
107.21017349812811	-1.588714768494659
111.35029827507783	-1.1271705823196956
115.49042305202758	-0.7425506105750292
118.675121802946	-0.33869937889650803
121.85987522305028	0.10361361612002717
