X	PMF
-127.43412761093282	1.6983661407209893
-121.62019655892144	1.4696065492988293
-116.58143635322054	1.2477791568572598
-112.31784699383016	1.067544363311769
-106.89151799882762	0.8387847718896084
-101.46515573611788	0.6654821773247079
-96.0387934734081	0.5129755847141124
-89.06205625037009	0.3327407911686209
-80.92251285630545	0.16637009809057737
-72.39540067293919	0.069320799830974
-63.48065316485679	0.02079600195430564
-52.62796190714451	0.03465980492801977
-42.55044149574272	0.15943819660371977
-34.79850015868695	0.29114789477880904
-27.434160878640085	0.42285818794136665
-18.906982159859325	0.5476362821233327
-9.604699130182524	0.6238895784286299
2.0231962415475238	0.6654821773247079
14.038726937993644	0.6169573794480395
22.95344117836882	0.5268399826752932
31.09298457243341	0.415926286454509
38.06972179547145	0.30501259023372485
43.49608405818118	0.18023479354549207
52.79840035556523	0.06238919583785028
64.4262957272953	0
76.44182642374145	0.006932198980590957
88.06972179547145	0.11784559770764236
95.82166313252722	0.28421629078568533
102.79840035556524	0.45751888535058644
109	0.6516174818697926
114.0387602057009	0.8665132703182379
120.62786210402282	1.1022044657335215
125.66662230972365	1.3240324531625582
130.3177804584157	1.5527917470909842
133.8061657037883	1.8162120359223644
