# -------------- Splitting Probability from Simulation Apparent-PMF implied by Extension Distribution ----------------
# INPUT Extension PDF file: "ext_pdf-avg50.csv"
# INPUT Absorbing Boundaries => x_a (LEFT): 16.0  |  x_b (RIGHT): 30.5
# INPUT Negate Apparent PMF: True
# INPUT Thermal Energy (KbT): 0.5961281070745698 kcal/mol/K
# ---------------------------------------
EXT	PDF_AVG	PMF_APP	SP	PMF_RE
16.0	0.0658549999999998	1.621647244089709518	1.0	-2.4299674930345301622
16.025000000000002	0.0662649999999999	1.6179473756598408417	0.9995757255191186808	-2.4317088639717351762
16.05	0.06663	1.6146728009023096165	0.9991539261478525005	-2.435659196223879318
16.075	0.0672549999999999	1.609107087441161242	0.99873523976652763695	-2.4408195339575164112
16.1	0.067965	1.6028468471550152381	0.9983206845967388378	-2.4463604950741570877
16.125	0.0684299999999998	1.5987821725886785279	0.99790970724336046865	-2.4509072565613500105
16.150000000000002	0.068865	1.5950046629299594382	0.99750142458697985007	-2.4545478587044920647
16.175	0.0692050000000001	1.5920687034007651574	0.99709543527348069733	-2.4578515587074320082
16.2	0.0696199999999999	1.5885045917296463433	0.99669165277374035123	-2.4610194848108175526
16.225	0.0699249999999999	1.5858987031319075724	0.99628995531140508945	-2.4640005214356231244
16.25	0.0702949999999998	1.5827526767228157162	0.99589019069225652426	-2.4669962483582971616
16.275000000000002	0.0706599999999999	1.5796653474983152924	0.9954925107201463966	-2.4700943723380242812
16.3	0.071025	1.5765939251117375929	0.9950968797316469445	-2.47348718103582475
16.325	0.0715449999999999	1.5722453526171568069	0.9947037019922673798	-2.4774552327754909844
16.35	0.0720399999999999	1.5681351101543131326	0.99431330417352644665	-2.4815061851260487645
16.375	0.0724799999999998	1.5645052018017458471	0.9939254331232052771	-2.4849971793715527957
16.400000000000002	0.0727949999999999	1.5619200268161742195	0.9935395796168113293	-2.4878725046617249747
16.425	0.073125	1.5592237191035842114	0.9931554315131440593	-2.491051360285508998
16.45	0.0737099999999999	1.5544736692137721309	0.9927736731152601793	-2.4951657026121096994
16.475	0.0742399999999999	1.550202641863183169	0.99239479292637852823	-2.4992524632854796612
16.5	0.0746199999999998	1.5471591221433849553	0.99201823125852187915	-2.5026403520210717575
16.525000000000002	0.0750199999999999	1.5439721158513115476	0.99164363218654056947	-2.5057182623677586755
16.55	0.075385	1.5410787654144791206	0.9912709388936308916	-2.5088872522412572087
16.575	0.0758549999999999	1.5373736462360586919	0.99090030185351380456	-2.5124892460272506395
16.6	0.0763799999999999	1.5332619965244379336	0.99053208645455704043	-2.5159122354707936188
16.625	0.0766049999999998	1.5315085053873835816	0.9901656797751633582	-2.5184111816130466898
16.650000000000002	0.0769099999999999	1.5291397555989108918	0.9898005374381812493	-2.5206712778252163905
16.675	0.0772400000000001	1.5265874030091558894	0.98943689902435227505	-2.5232035207046889886
16.7	0.0775849999999999	1.5239306675033308459	0.989074845848613842	-2.5261257031738855118
16.725	0.078085	1.5201012195874698569	0.9887147560247043479	-2.529267058097125102
16.75	0.0783799999999999	1.5178533302836066853	0.9883564982427165423	-2.532333670876840598
16.775000000000002	0.0789	1.5139114718760074494	0.9880000942667695292	-2.5356846504033832576
16.8	0.0793350000000001	1.5106338609829324878	0.98764584250054272396	-2.5391434295995429645
16.825	0.07978	1.5072994462604355818	0.987293549862890901	-2.5426987676108947021
16.85	0.080355	1.5030183692349590452	0.9869434994221111305	-2.5457779115112412422
16.875	0.0804099999999999	1.5026104813592622341	0.98659482520099083436	-2.5475448492148748034
16.900000000000002	0.080675	1.5006491058012004647	0.98624684273024182195	-2.5489867881880325505
16.925	0.0808700000000001	1.4992099397813434223	0.98589985157438070226	-2.5505193126020073758
16.95	0.081045	1.497921332062975803	0.98555365344524866573	-2.551927304763979857
16.975	0.081265	1.4963053100819353406	0.9852082975979134367	-2.5536423835869991312
17.0	0.0815849999999999	1.4939625254360932941	0.9848640862313946207	-2.555682671211550344
17.025000000000002	0.08184	1.4921021883925310624	0.9845210864389914832	-2.5575267540509332624
17.05	0.0820200000000001	1.4907924959424594566	0.98417899763001557575	-2.5588379533415517015
17.075	0.082125	1.4900298353706446042	0.9838375030518404708	-2.5598729972678808953
17.1	0.082305	1.4887246830002063286	0.9834966001036518578	-2.5608610901573476022
17.125	0.0823849999999999	1.4881455312324370061	0.98315623567457592304	-2.5619192414577599646
17.150000000000002	0.08263	1.4863753710221437636	0.98281654093068442204	-2.5635419459893664014
17.175	0.0829600000000001	1.4839993515068849076	0.9824780251554442998	-2.5656209085611964495
17.2	0.08321	1.4822056205179949736	0.982140691512332642	-2.5679058147304612112
17.225	0.083655	1.479026072541714898	0.98180476124979230334	-2.5703002053575107002
17.25	0.083855	1.4776025673412077043	0.98147012639512284205	-2.571657800074051719
17.275000000000002	0.08377	1.4782071417596347556	0.98113572150914979094	-2.5721818869913806171
17.3	0.084035	1.4763243125268993299	0.9808016745832922932	-2.573246320863688352
17.325	0.08419	1.475225785164804456	0.9804684622059091997	-2.574373162553749622
17.35	0.08425	1.4748010916485698635	0.9801356753873971063	-2.5748161531532519197
17.375	0.084225	1.4749780105123331318	0.9798029577388916901	-2.5745325263345010306
17.400000000000002	0.084055	1.4761824532586768507	0.9794698542102248674	-2.5739127073928869992
17.425	0.08407	1.4760760809567604745	0.9791364439200012208	-2.5733809028794540658
17.45	0.08391	1.4772116986014379292	0.9788027455305918652	-2.5727863515123427173
17.475	0.08388	1.4774248679607895763	0.9784686695642673433	-2.5722894105036907947
17.5	0.08382	1.4778514354974699515	0.97813441427641357144	-2.571889372670159901
