# Transition Path Time Distribution
# -> INPUT x_a1: 29.1 A | x_a2: 35.8 A
T	FPT
0.0849425	1.5446066e-07
0.085093194	2.4713107e-05
0.085243888	4.8904314e-05
0.085394582	7.2733574e-05
0.085545276	9.6206299e-05
0.08569597	0.00011932783
0.085846664	0.00014210342
0.085997358	0.00016453824
0.086148052	0.00018663739
0.086298746	0.0002084059
0.08644944	0.0002298487
0.086600134	0.00025097067
0.086750828	0.0002717766
0.086901522	0.00029227124
0.087052216	0.00031245922
0.08720291	0.00033234516
0.087353604	0.00035193354
0.087504298	0.00037122884
0.087654992	0.00039023543
0.087805686	0.00040895764
0.08795638	0.00042739971
0.088107074	0.00044556584
0.088257768	0.00046346016
0.088408462	0.00048108673
0.088559156	0.00049844955
0.088709849	0.00051555258
0.088860543	0.0005323997
0.089011237	0.00054899473
0.089161931	0.00056534145
0.089312625	0.00058144358
0.089463319	0.00059730477
0.089614013	0.00061292862
0.089764707	0.00062831869
0.089915401	0.00064347847
0.090066095	0.00065841141
0.090216789	0.0006731209
0.090367483	0.00068761029
0.090518177	0.00070188287
0.090668871	0.00071594187
0.090819565	0.0007297905
0.090970259	0.0007434319
0.091120953	0.00075686917
0.091271647	0.00077010537
0.091422341	0.0007831435
0.091573035	0.00079598653
0.091723729	0.00080863737
0.091874423	0.0008210989
0.092025117	0.00083337396
0.092175811	0.00084546533
0.092326505	0.00085737575
0.092477199	0.00086910794
0.092627893	0.00088066457
0.092778587	0.00089204825
0.092929281	0.00090326158
0.093079975	0.0009143071
0.093230669	0.00092518732
0.093381363	0.00093590473
0.093532057	0.00094646174
0.093682751	0.00095686077
0.093833445	0.00096710417
0.093984139	0.00097719427
0.094134833	0.00098713337
0.094285527	0.00099692373
0.094436221	0.0010065676
0.094586915	0.0010160671
0.094737609	0.0010254244
0.094888303	0.0010346417
0.095038997	0.0010437211
0.095189691	0.0010526645
0.095340385	0.0010614741
0.095491079	0.0010701519
0.095641773	0.0010786998
0.095792467	0.0010871198
0.095943161	0.0010954137
0.096093855	0.0011035835
0.096244548	0.001111631
0.096395242	0.0011195581
0.096545936	0.0011273665
0.09669663	0.0011350581
0.096847324	0.0011426345
0.096998018	0.0011500976
0.097148712	0.0011574489
0.097299406	0.0011646902
0.0974501	0.0011718231
0.097600794	0.0011788492
0.097751488	0.0011857702
0.097902182	0.0011925876
0.098052876	0.0011993029
0.09820357	0.0012059177
0.098354264	0.0012124335
0.098504958	0.0012188517
0.098655652	0.0012251739
0.098806346	0.0012314015
0.09895704	0.0012375358
0.099107734	0.0012435783
0.099258428	0.0012495303
0.099409122	0.0012553932
0.099559816	0.0012611684
0.09971051	0.0012668571
0.099861204	0.0012724606
0.1000119	0.0012779803
0.10016259	0.0012834173
0.10031329	0.0012887729
0.10046398	0.0012940484
0.10061467	0.0012992448
0.10076537	0.0013043635
0.10091606	0.0013094055
0.10106676	0.0013143721
0.10121745	0.0013192642
0.10136814	0.0013240832
0.10151884	0.00132883
0.10166953	0.0013335057
0.10182023	0.0013381114
0.10197092	0.0013426481
0.10212161	0.0013471169
0.10227231	0.0013515188
0.102423	0.0013558548
0.1025737	0.0013601258
0.10272439	0.0013643329
0.10287508	0.001368477
0.10302578	0.001372559
0.10317647	0.00137658
0.10332717	0.0013805407
0.10347786	0.001384442
0.10362855	0.001388285
0.10377925	0.0013920704
0.10392994	0.0013957991
0.10408064	0.001399472
0.10423133	0.0014030898
0.10438202	0.0014066535
0.10453272	0.0014101638
0.10468341	0.0014136216
0.10483411	0.0014170275
0.1049848	0.0014203824
0.10513549	0.0014236871
0.10528619	0.0014269423
0.10543688	0.0014301487
0.10558758	0.0014333071
0.10573827	0.0014364181
0.10588896	0.0014394826
0.10603966	0.0014425012
0.10619035	0.0014454745
0.10634105	0.0014484033
0.10649174	0.0014512882
0.10664243	0.0014541299
0.10679313	0.001456929
0.10694382	0.0014596862
0.10709452	0.0014624021
0.10724521	0.0014650773
0.1073959	0.0014677124
0.1075466	0.001470308
0.10769729	0.0014728647
