# ---------------- Conditional Probability -------------------
# INPUT x_a: 24 Å | x_b: 40 Å | x_0: 10 Å
# INPUT kbT: 0.59616108  |  Ks: 10
# INPUT Double-Well PMF fit-params => depth: -0.4998241048936946 | bias: -4.516879560038931e-05 | x_offset: -32.48348797109661 | x_scale: 0.1847490231947087 | phi_offset: 0.2341367476211293 | phi_scale: 0.387206324456592
# OUTPUT Cond Prob Time Instants (sec): [ 0.00392, 0.00393, 0.00395, 0.005 ]
# ---------------------------------------------------------
X	COND_PROB_0	COND_PROB_1	COND_PROB_2	COND_PROB_3
24.0	0.051436565779674486533	0.04313567298523950266	0.029991682637159638595	0.0
24.161616161616163	0.065546271204692268465	0.05559612967255990175	0.03981820656825351557	0.0030995740530770269274
24.32323232323232	0.08053164038276141409	0.06908140071447928264	0.05090774582754581376	0.008070518376789905474
24.484848484848484	0.09517520737462956457	0.08263175003946940853	0.062712171838084442955	0.0154159320608322822914
24.646464646464647	0.108215338383187524424	0.09520666715848026813	0.074544119097957860114	0.02535036656474033135
24.80808080808081	0.11872543475070143605	0.10597953542519450054	0.085736647235799760255	0.037614687789257416566
24.96969696969697	0.12635918053722469646	0.11454397351180986164	0.09578744749395931173	0.051461592486651965178
25.13131313131313	0.13133170030783923002	0.12092674723677998479	0.104422467347770639085	0.065848751147293694565
25.292929292929294	0.13419345811114526941	0.12543966249258774018	0.111572363672852233845	0.07973338260953870258
25.454545454545453	0.13556447118543636143	0.1284893008326705157	0.11730285055441767903	0.09231064024729637459
25.616161616161616	0.13595712282160528979	0.13044072863313730216	0.12174372188448904321	0.10310944224519345808
25.77777777777778	0.13571373773296885895	0.13155973093017042117	0.12503852500511100994	0.111961146182751553334
25.939393939393938	0.13502014217025595864	0.13201030081713550725	0.12731638436489209077	0.11890582350407816306
26.1010101010101	0.13394798962166253625	0.13187582126765699987	0.12867941551258478986	0.12409343194132047141
26.262626262626263	0.1324969710003617399	0.13118368374555666816	0.12919924907742674244	0.12770858703105453794
26.424242424242426	0.13062663531814547268	0.12992544940660694338	0.12891857121089302018	0.12992454594362159303
26.585858585858585	0.12827779905017477308	0.12807173764219144114	0.12785559805279908138	0.13088108484739162119
26.747474747474747	0.1253869289077115328	0.12558357074614805717	0.12601056839102450683	0.1306785997530078909
26.90909090909091	0.12189687520715794387	0.122422104193439247626	0.12337387195467289054	0.12938214340512128195
27.070707070707073	0.11776618424075938115	0.118558012164813366046	0.11993555176926518257	0.12703122601768887078
27.232323232323232	0.112977919967382942855	0.11398093453256986252	0.115695749769885954404	0.12365281133808496582
27.393939393939394	0.107547787519265028196	0.108708546533045484374	0.110675287547696712365	0.119275756611059640975
27.555555555555557	0.1015304698774090799	0.10279408787842693023	0.10492509984236814381	0.113945109776573616435
27.717171717171716	0.095022570185993983976	0.096330717369189549575	0.09853284466513920946	0.10773448006903385927
27.87878787878788	0.08816054946150221252	0.08945102592239280322	0.0916249321906457945	0.10075449231533187553
28.04040404040404	0.08111268529274533606	0.082320601583698955166	0.084362655129566222446	0.09315546912712659137
28.2020202020202	0.07406530849981986806	0.07512569351411492948	0.07693213222925543471	0.08512319618096913552
28.363636363636363	0.06720509529978827927	0.06805650738675620205	0.06952920588074609488	0.07686791180067207949
28.525252525252526	0.060700470243524646272	0.061288983545345714422	0.062341819525002420905	0.06860821481630635085
28.686868686868685	0.05468566115315289502	0.054968515488457412957	0.055533198804576954404	0.060552873391765641096
28.848484848484848	0.04925036519673475289	0.049198647877287292173	0.049229003520076914155	0.052884028433339524886
29.01010101010101	0.04443651346959947581	0.0440364686155328176	0.0435105277565527507	0.04574479556207430816
29.171717171717173	0.040241823370686745128	0.039494687244350859178	0.03841442425643186227	0.039232977416682843954
29.333333333333336	0.03662836005166009905	0.035548906521269190196	0.03393791601117743159	0.033401014127217250503
29.494949494949495	0.03353361979483306349	0.032147793742100548602	0.030047510984115394233	0.028260977947081841895
29.656565656565657	0.030881750399534545271	0.029223838218031195074	0.026689020298245682099	0.023792703328134543343
29.81818181818182	0.02859318120013776403	0.026702930638864682408	0.02379705670125950963	0.019953078775146835398
29.97979797979798	0.026591782865042389956	0.024511780263479789379	0.021302862823063044943	0.016684924950762288548
30.141414141414142	0.024809417818286689868	0.022582904665583360323	0.019140002544165044749	0.013924477957624738535
30.303030303030305	0.023188228644996772689	0.020857425657675031316	0.017247967452105091941	0.0116070658595200762045
