X	PMF_IM
25.65	-2.6566823412811305
25.650137601376013	-2.656726249487244
25.650275202752027	-2.6567701466496656
25.650412804128038	-2.656814032770608
25.650550405504053	-2.656857907852287
25.650688006880067	-2.656901771896917
25.65082560825608	-2.6569456249067103
25.650963209632096	-2.65698946688388
25.65110081100811	-2.657033297830638
25.65123841238412	-2.6570771177491963
25.651376013760135	-2.657120926641768
25.65151361513615	-2.6571647245105647
25.651651216512164	-2.6572085113577963
25.65178881788818	-2.6572522871856727
25.651926419264193	-2.6572960519964055
25.652064020640204	-2.6573398057922026
25.652201622016218	-2.657383548575276
25.652339223392232	-2.6574272803478336
25.652476824768247	-2.6574710011120835
25.65261442614426	-2.657514710870235
25.652752027520275	-2.6575584096244946
25.652889628896286	-2.65760209737707
25.6530272302723	-2.65764577413017
25.653164831648315	-2.657689439885999
25.65330243302433	-2.657733094646765
25.653440034400344	-2.6577767384146727
25.653577635776358	-2.6578203711919284
25.65371523715237	-2.657863992980735
25.653852838528383	-2.657907603783301
25.653990439904398	-2.6579512036018285
25.654128041280412	-2.657994792438522
25.654265642656426	-2.6580383702955843
25.654403244032437	-2.658081937175218
25.65454084540845	-2.6581254930796283
25.654678446784466	-2.658169038011016
25.65481604816048	-2.6582125719715832
25.654953649536495	-2.6582560949635314
25.65509125091251	-2.6582996069890616
25.65522885228852	-2.6583431080503748
25.655366453664534	-2.6583865981496717
25.65550405504055	-2.658430077289153
25.655641656416563	-2.658473545471016
25.655779257792577	-2.658517002697463
25.65591685916859	-2.6585604489706904
25.656054460544603	-2.6586038842928965
25.656192061920617	-2.6586473086662816
25.65632966329663	-2.6586907220930414
25.656467264672646	-2.6587341245753744
25.65660486604866	-2.658777516115477
25.656742467424674	-2.658820896715546
25.656880068800685	-2.6588642663777757
25.6570176701767	-2.6589076251043644
25.657155271552714	-2.658950972897507
25.65729287292873	-2.658994309759397
25.657430474304743	-2.6590376356922296
25.657568075680757	-2.6590809506981996
25.657705677056768	-2.659124254779498
25.657843278432782	-2.659167547938322
25.657980879808797	-2.659210830176863
25.65811848118481	-2.659254101497314
25.658256082560825	-2.659297361901866
25.658393683936836	-2.6593406113927105
25.65853128531285	-2.6593838499720412
25.658668886688865	-2.6594270776420474
25.65880648806488	-2.6594702944049207
25.658944089440894	-2.6595135002628503
25.659081690816908	-2.659556695218026
25.65921929219292	-2.659599879272637
25.659356893568933	-2.659643052428874
25.659494494944948	-2.6596862146889246
25.659632096320962	-2.659729366054978
25.659769697696976	-2.659772506529221
25.65990729907299	-2.6598156361138403
25.660044900449	-2.6598587548110237
25.660182501825016	-2.6599018626229594
25.66032010320103	-2.659944959551832
25.660457704577045	-2.659988045599829
25.66059530595306	-2.6600311207691343
25.660732907329074	-2.6600741850619336
25.660870508705084	-2.66011723848041
25.6610081100811	-2.660160281026751
25.661145711457113	-2.6602033127031395
25.661283312833127	-2.660246333511758
25.661420914209142	-2.660289343454791
25.661558515585153	-2.6603323425344185
25.661696116961167	-2.6603753307528266
25.66183371833718	-2.6604183081121957
25.661971319713196	-2.660461274614707
25.66210892108921	-2.660504230262542
25.662246522465225	-2.6605471750578826
25.662384123841235	-2.660590109002906
25.66252172521725	-2.6606330320997955
25.662659326593264	-2.6606759443507304
25.66279692796928	-2.6607188457578888
25.662934529345293	-2.66076173632345
25.663072130721307	-2.660804616049593
25.663209732097318	-2.6608474849384933
25.663347333473332	-2.6608903429923325
25.663484934849347	-2.6609331902132856
25.66362253622536	-2.6609760266035294
25.663760137601376	-2.6610188521652414
25.66389773897739	-2.6610616669005975
25.6640353403534	-2.6611044708117717
25.664172941729415	-2.6611472639009426
25.66431054310543	-2.661190046170282
25.664448144481444	-2.661232817621967
25.664585745857458	-2.6612755782581696
25.664723347233473	-2.6613183280810646
25.664860948609483	-2.6613610670928245
25.664998549985498	-2.6614037952956235
25.665136151361512	-2.6614465126916333
25.665273752737527	-2.6614892192830277
25.66541135411354	-2.661531915071977
25.66554895548955	-2.661574600060651
25.665686556865566	-2.6616172742512245
25.66582415824158	-2.6616599376458656
25.665961759617595	-2.6617025902467457
25.66609936099361	-2.661745232056033
25.666236962369624	-2.661787863075899
25.666374563745634	-2.6618304833085102
25.66651216512165	-2.6618730927560375
25.666649766497663	-2.661915691420649
25.666787367873678	-2.661958279304512
25.666924969249692	-2.6620008564097937
25.667062570625706	-2.662043422738662
25.667200172001717	-2.6620859782932818
25.66733777337773	-2.6621285230758214
25.667475374753746	-2.6621710570884463
25.66761297612976	-2.662213580333322
25.667750577505775	-2.6622560928126124
25.66788817888179	-2.662298594528484
25.6680257802578	-2.662341085483099
25.668163381633814	-2.6623835656786237
25.66830098300983	-2.66242603511722
25.668438584385843	-2.662468493801053
25.668576185761857	-2.6625109417322834
25.66871378713787	-2.662553378913074
25.668851388513882	-2.6625958053455867
25.668988989889897	-2.6626382210319837
25.66912659126591	-2.6626806259744265
25.669264192641926	-2.6627230201750756
25.66940179401794	-2.6627654036360906
25.66953939539395	-2.662807776359631
25.669676996769965	-2.662850138347859
25.66981459814598	-2.6628924896029322
25.669952199521994	-2.66293483012701
25.67008980089801	-2.6629771599222503
25.670227402274023	-2.6630194789908104
25.670365003650033	-2.6630617873348488
25.670502605026048	-2.6631040849565237
25.670640206402062	-2.663146371857991
25.670777807778077	-2.6631886480414075
25.67091540915409	-2.6632309135089285
25.671053010530105	-2.663273168262711
25.671190611906116	-2.663315412304908
25.67132821328213	-2.663357645637677
25.671465814658145	-2.663399868263172
25.67160341603416	-2.6634420801835463
25.671741017410174	-2.6634842814009545
